DriverNumber,Abbreviation,TeamName,Q1,Q2,Q3,Position,Year,Event,RoundNumber,SessionType
1,VER,Red Bull Racing,91.295,90.503,89.708,1.0,2023,Bahrain,1,Qualifying
11,PER,Red Bull Racing,91.479,90.746,89.846,2.0,2023,Bahrain,1,Qualifying
16,LEC,Ferrari,91.094,90.282,90.0,3.0,2023,Bahrain,1,Qualifying
55,SAI,Ferrari,90.993,90.515,90.154,4.0,2023,Bahrain,1,Qualifying
14,ALO,Aston Martin,91.158,90.645,90.336,5.0,2023,Bahrain,1,Qualifying
63,RUS,Mercedes,91.057,90.507,90.34,6.0,2023,Bahrain,1,Qualifying
44,HAM,Mercedes,91.543,90.513,90.384,7.0,2023,Bahrain,1,Qualifying
18,STR,Aston Martin,91.184,91.127,90.836,8.0,2023,Bahrain,1,Qualifying
31,OCO,Alpine,91.508,90.914,90.984,9.0,2023,Bahrain,1,Qualifying
27,HUL,Haas F1 Team,91.204,90.809,,10.0,2023,Bahrain,1,Qualifying
4,NOR,McLaren,91.652,91.381,,11.0,2023,Bahrain,1,Qualifying
77,BOT,Alfa Romeo,91.504,91.443,,12.0,2023,Bahrain,1,Qualifying
24,ZHO,Alfa Romeo,91.615,91.473,,13.0,2023,Bahrain,1,Qualifying
22,TSU,AlphaTauri,91.4,92.51,,14.0,2023,Bahrain,1,Qualifying
23,ALB,Williams,91.461,,,15.0,2023,Bahrain,1,Qualifying
2,SAR,Williams,91.652,,,16.0,2023,Bahrain,1,Qualifying
20,MAG,Haas F1 Team,91.892,,,17.0,2023,Bahrain,1,Qualifying
81,PIA,McLaren,92.101,,,18.0,2023,Bahrain,1,Qualifying
21,DEV,AlphaTauri,92.121,,,19.0,2023,Bahrain,1,Qualifying
10,GAS,Alpine,92.181,,,20.0,2023,Bahrain,1,Qualifying
11,PER,Red Bull Racing,89.244,88.635,88.265,1.0,2023,Saudi Arabian,2,Qualifying
16,LEC,Ferrari,89.376,88.903,88.42,2.0,2023,Saudi Arabian,2,Qualifying
14,ALO,Aston Martin,89.298,88.757,88.73,3.0,2023,Saudi Arabian,2,Qualifying
63,RUS,Mercedes,89.592,89.132,88.857,4.0,2023,Saudi Arabian,2,Qualifying
55,SAI,Ferrari,89.411,88.957,88.931,5.0,2023,Saudi Arabian,2,Qualifying
18,STR,Aston Martin,89.335,88.962,88.945,6.0,2023,Saudi Arabian,2,Qualifying
31,OCO,Alpine,89.707,89.255,89.078,7.0,2023,Saudi Arabian,2,Qualifying
44,HAM,Mercedes,89.689,89.374,89.223,8.0,2023,Saudi Arabian,2,Qualifying
81,PIA,McLaren,89.706,89.378,89.243,9.0,2023,Saudi Arabian,2,Qualifying
10,GAS,Alpine,89.89,89.411,89.357,10.0,2023,Saudi Arabian,2,Qualifying
27,HUL,Haas F1 Team,89.547,89.451,,11.0,2023,Saudi Arabian,2,Qualifying
24,ZHO,Alfa Romeo,89.654,89.461,,12.0,2023,Saudi Arabian,2,Qualifying
20,MAG,Haas F1 Team,89.744,89.634,,13.0,2023,Saudi Arabian,2,Qualifying
77,BOT,Alfa Romeo,89.929,89.668,,14.0,2023,Saudi Arabian,2,Qualifying
1,VER,Red Bull Racing,88.761,109.953,,15.0,2023,Saudi Arabian,2,Qualifying
22,TSU,AlphaTauri,89.939,,,16.0,2023,Saudi Arabian,2,Qualifying
23,ALB,Williams,89.994,,,17.0,2023,Saudi Arabian,2,Qualifying
21,DEV,AlphaTauri,90.244,,,18.0,2023,Saudi Arabian,2,Qualifying
4,NOR,McLaren,90.447,,,19.0,2023,Saudi Arabian,2,Qualifying
2,SAR,Williams,128.51,,,20.0,2023,Saudi Arabian,2,Qualifying
1,VER,Red Bull Racing,77.384,77.056,76.732,1.0,2023,Australian,3,Qualifying
63,RUS,Mercedes,77.654,77.513,76.968,2.0,2023,Australian,3,Qualifying
44,HAM,Mercedes,77.689,77.551,77.104,3.0,2023,Australian,3,Qualifying
14,ALO,Aston Martin,77.832,77.283,77.139,4.0,2023,Australian,3,Qualifying
55,SAI,Ferrari,77.928,77.349,77.27,5.0,2023,Australian,3,Qualifying
18,STR,Aston Martin,77.873,77.616,77.308,6.0,2023,Australian,3,Qualifying
16,LEC,Ferrari,78.218,77.39,77.369,7.0,2023,Australian,3,Qualifying
23,ALB,Williams,77.962,77.761,77.609,8.0,2023,Australian,3,Qualifying
10,GAS,Alpine,78.312,77.574,77.675,9.0,2023,Australian,3,Qualifying
27,HUL,Haas F1 Team,78.029,77.412,77.735,10.0,2023,Australian,3,Qualifying
31,OCO,Alpine,77.77,77.768,,11.0,2023,Australian,3,Qualifying
22,TSU,AlphaTauri,78.471,78.099,,12.0,2023,Australian,3,Qualifying
4,NOR,McLaren,78.243,78.119,,13.0,2023,Australian,3,Qualifying
20,MAG,Haas F1 Team,78.159,78.129,,14.0,2023,Australian,3,Qualifying
21,DEV,AlphaTauri,78.45,78.335,,15.0,2023,Australian,3,Qualifying
81,PIA,McLaren,78.517,,,16.0,2023,Australian,3,Qualifying
24,ZHO,Alfa Romeo,78.54,,,17.0,2023,Australian,3,Qualifying
2,SAR,Williams,78.557,,,18.0,2023,Australian,3,Qualifying
77,BOT,Alfa Romeo,78.714,,,19.0,2023,Australian,3,Qualifying
11,PER,Red Bull Racing,,,,20.0,2023,Australian,3,Qualifying
16,LEC,Ferrari,101.269,101.037,100.203,1.0,2023,Azerbaijan,4,Qualifying
1,VER,Red Bull Racing,101.398,100.822,100.391,2.0,2023,Azerbaijan,4,Qualifying
11,PER,Red Bull Racing,101.756,101.131,100.495,3.0,2023,Azerbaijan,4,Qualifying
55,SAI,Ferrari,102.197,101.369,101.016,4.0,2023,Azerbaijan,4,Qualifying
44,HAM,Mercedes,102.113,101.65,101.177,5.0,2023,Azerbaijan,4,Qualifying
14,ALO,Aston Martin,101.72,101.37,101.253,6.0,2023,Azerbaijan,4,Qualifying
4,NOR,McLaren,102.154,101.485,101.281,7.0,2023,Azerbaijan,4,Qualifying
22,TSU,AlphaTauri,102.234,101.569,101.581,8.0,2023,Azerbaijan,4,Qualifying
18,STR,Aston Martin,102.524,101.576,101.611,9.0,2023,Azerbaijan,4,Qualifying
81,PIA,McLaren,102.455,101.636,101.611,10.0,2023,Azerbaijan,4,Qualifying
63,RUS,Mercedes,102.073,101.654,,11.0,2023,Azerbaijan,4,Qualifying
31,OCO,Alpine,102.622,101.798,,12.0,2023,Azerbaijan,4,Qualifying
23,ALB,Williams,102.171,101.818,,13.0,2023,Azerbaijan,4,Qualifying
77,BOT,Alfa Romeo,102.582,102.259,,14.0,2023,Azerbaijan,4,Qualifying
2,SAR,Williams,102.242,102.395,,15.0,2023,Azerbaijan,4,Qualifying
24,ZHO,Alfa Romeo,102.642,,,16.0,2023,Azerbaijan,4,Qualifying
27,HUL,Haas F1 Team,102.755,,,17.0,2023,Azerbaijan,4,Qualifying
20,MAG,Haas F1 Team,103.417,,,18.0,2023,Azerbaijan,4,Qualifying
10,GAS,Alpine,104.853,,,19.0,2023,Azerbaijan,4,Qualifying
21,DEV,AlphaTauri,115.282,,,20.0,2023,Azerbaijan,4,Qualifying
11,PER,Red Bull Racing,87.713,87.328,86.841,1.0,2023,Miami,5,Qualifying
14,ALO,Aston Martin,88.179,87.097,87.202,2.0,2023,Miami,5,Qualifying
55,SAI,Ferrari,87.686,87.148,87.349,3.0,2023,Miami,5,Qualifying
20,MAG,Haas F1 Team,87.809,87.673,87.767,4.0,2023,Miami,5,Qualifying
10,GAS,Alpine,88.061,87.612,87.786,5.0,2023,Miami,5,Qualifying
63,RUS,Mercedes,88.086,87.743,87.804,6.0,2023,Miami,5,Qualifying
16,LEC,Ferrari,87.713,86.964,87.861,7.0,2023,Miami,5,Qualifying
31,OCO,Alpine,87.872,87.444,87.935,8.0,2023,Miami,5,Qualifying
1,VER,Red Bull Racing,87.363,86.814,,9.0,2023,Miami,5,Qualifying
77,BOT,Alfa Romeo,87.864,87.564,,10.0,2023,Miami,5,Qualifying
23,ALB,Williams,88.234,87.795,,11.0,2023,Miami,5,Qualifying
27,HUL,Haas F1 Team,87.945,87.903,,12.0,2023,Miami,5,Qualifying
44,HAM,Mercedes,87.846,87.975,,13.0,2023,Miami,5,Qualifying
24,ZHO,Alfa Romeo,88.18,88.091,,14.0,2023,Miami,5,Qualifying
21,DEV,AlphaTauri,88.325,88.395,,15.0,2023,Miami,5,Qualifying
4,NOR,McLaren,88.394,,,16.0,2023,Miami,5,Qualifying
22,TSU,AlphaTauri,88.429,,,17.0,2023,Miami,5,Qualifying
18,STR,Aston Martin,88.476,,,18.0,2023,Miami,5,Qualifying
81,PIA,McLaren,88.484,,,19.0,2023,Miami,5,Qualifying
2,SAR,Williams,88.577,,,20.0,2023,Miami,5,Qualifying
1,VER,Red Bull Racing,72.386,71.908,71.365,1.0,2023,Monaco,6,Qualifying
14,ALO,Aston Martin,72.886,72.107,71.449,2.0,2023,Monaco,6,Qualifying
16,LEC,Ferrari,72.912,72.103,71.471,3.0,2023,Monaco,6,Qualifying
31,OCO,Alpine,72.967,72.248,71.553,4.0,2023,Monaco,6,Qualifying
55,SAI,Ferrari,72.717,72.21,71.63,5.0,2023,Monaco,6,Qualifying
44,HAM,Mercedes,72.872,72.156,71.725,6.0,2023,Monaco,6,Qualifying
10,GAS,Alpine,73.033,72.169,71.933,7.0,2023,Monaco,6,Qualifying
63,RUS,Mercedes,72.769,72.151,71.964,8.0,2023,Monaco,6,Qualifying
22,TSU,AlphaTauri,72.642,72.249,72.082,9.0,2023,Monaco,6,Qualifying
4,NOR,McLaren,72.877,72.377,72.254,10.0,2023,Monaco,6,Qualifying
81,PIA,McLaren,73.006,72.395,,11.0,2023,Monaco,6,Qualifying
21,DEV,AlphaTauri,73.054,72.428,,12.0,2023,Monaco,6,Qualifying
23,ALB,Williams,72.706,72.527,,13.0,2023,Monaco,6,Qualifying
18,STR,Aston Martin,72.722,72.623,,14.0,2023,Monaco,6,Qualifying
77,BOT,Alfa Romeo,73.038,72.625,,15.0,2023,Monaco,6,Qualifying
2,SAR,Williams,73.113,,,16.0,2023,Monaco,6,Qualifying
20,MAG,Haas F1 Team,73.27,,,17.0,2023,Monaco,6,Qualifying
27,HUL,Haas F1 Team,73.279,,,18.0,2023,Monaco,6,Qualifying
24,ZHO,Alfa Romeo,73.523,,,19.0,2023,Monaco,6,Qualifying
11,PER,Red Bull Racing,73.85,,,20.0,2023,Monaco,6,Qualifying
1,VER,Red Bull Racing,73.615,72.76,72.272,1.0,2023,Spanish,7,Qualifying
55,SAI,Ferrari,73.411,72.79,72.734,2.0,2023,Spanish,7,Qualifying
4,NOR,McLaren,73.295,72.776,72.792,3.0,2023,Spanish,7,Qualifying
10,GAS,Alpine,73.471,73.186,72.816,4.0,2023,Spanish,7,Qualifying
44,HAM,Mercedes,72.937,72.999,72.818,5.0,2023,Spanish,7,Qualifying
18,STR,Aston Martin,73.766,73.082,72.994,6.0,2023,Spanish,7,Qualifying
31,OCO,Alpine,73.433,73.001,73.083,7.0,2023,Spanish,7,Qualifying
27,HUL,Haas F1 Team,73.42,73.283,73.229,8.0,2023,Spanish,7,Qualifying
14,ALO,Aston Martin,73.747,73.098,73.507,9.0,2023,Spanish,7,Qualifying
81,PIA,McLaren,73.691,73.059,73.682,10.0,2023,Spanish,7,Qualifying
11,PER,Red Bull Racing,73.874,73.334,,11.0,2023,Spanish,7,Qualifying
63,RUS,Mercedes,73.326,73.447,,12.0,2023,Spanish,7,Qualifying
24,ZHO,Alfa Romeo,73.677,73.521,,13.0,2023,Spanish,7,Qualifying
21,DEV,AlphaTauri,73.581,74.083,,14.0,2023,Spanish,7,Qualifying
22,TSU,AlphaTauri,73.862,74.477,,15.0,2023,Spanish,7,Qualifying
77,BOT,Alfa Romeo,73.977,,,16.0,2023,Spanish,7,Qualifying
20,MAG,Haas F1 Team,74.042,,,17.0,2023,Spanish,7,Qualifying
23,ALB,Williams,74.063,,,18.0,2023,Spanish,7,Qualifying
16,LEC,Ferrari,74.079,,,19.0,2023,Spanish,7,Qualifying
2,SAR,Williams,74.699,,,20.0,2023,Spanish,7,Qualifying
1,VER,Red Bull Racing,80.851,79.092,85.858,1.0,2023,Canadian,8,Qualifying
27,HUL,Haas F1 Team,82.73,80.305,87.102,2.0,2023,Canadian,8,Qualifying
14,ALO,Aston Martin,81.481,79.776,87.286,3.0,2023,Canadian,8,Qualifying
44,HAM,Mercedes,81.554,80.426,87.627,4.0,2023,Canadian,8,Qualifying
63,RUS,Mercedes,81.798,80.098,87.893,5.0,2023,Canadian,8,Qualifying
31,OCO,Alpine,82.114,80.406,87.945,6.0,2023,Canadian,8,Qualifying
4,NOR,McLaren,81.998,79.347,88.046,7.0,2023,Canadian,8,Qualifying
55,SAI,Ferrari,82.248,79.856,89.294,8.0,2023,Canadian,8,Qualifying
81,PIA,McLaren,82.19,79.659,91.349,9.0,2023,Canadian,8,Qualifying
23,ALB,Williams,81.938,78.725,,10.0,2023,Canadian,8,Qualifying
16,LEC,Ferrari,81.843,80.615,,11.0,2023,Canadian,8,Qualifying
11,PER,Red Bull Racing,82.151,80.959,,12.0,2023,Canadian,8,Qualifying
18,STR,Aston Martin,82.677,81.484,,13.0,2023,Canadian,8,Qualifying
20,MAG,Haas F1 Team,82.351,81.678,,14.0,2023,Canadian,8,Qualifying
77,BOT,Alfa Romeo,82.332,81.821,,15.0,2023,Canadian,8,Qualifying
22,TSU,AlphaTauri,82.746,,,16.0,2023,Canadian,8,Qualifying
10,GAS,Alpine,82.886,,,17.0,2023,Canadian,8,Qualifying
21,DEV,AlphaTauri,83.137,,,18.0,2023,Canadian,8,Qualifying
2,SAR,Williams,83.337,,,19.0,2023,Canadian,8,Qualifying
24,ZHO,Alfa Romeo,83.342,,,20.0,2023,Canadian,8,Qualifying
1,VER,Red Bull Racing,65.116,64.951,64.391,1.0,2023,Austrian,9,Qualifying
16,LEC,Ferrari,65.577,65.087,64.439,2.0,2023,Austrian,9,Qualifying
55,SAI,Ferrari,65.339,64.975,64.581,3.0,2023,Austrian,9,Qualifying
4,NOR,McLaren,65.617,65.038,64.658,4.0,2023,Austrian,9,Qualifying
44,HAM,Mercedes,65.673,65.188,64.819,5.0,2023,Austrian,9,Qualifying
18,STR,Aston Martin,65.71,65.121,64.893,6.0,2023,Austrian,9,Qualifying
14,ALO,Aston Martin,65.655,65.181,64.911,7.0,2023,Austrian,9,Qualifying
27,HUL,Haas F1 Team,65.74,65.362,65.09,8.0,2023,Austrian,9,Qualifying
10,GAS,Alpine,65.515,65.308,65.17,9.0,2023,Austrian,9,Qualifying
23,ALB,Williams,65.673,65.387,65.823,10.0,2023,Austrian,9,Qualifying
63,RUS,Mercedes,65.686,65.428,,11.0,2023,Austrian,9,Qualifying
31,OCO,Alpine,65.729,65.453,,12.0,2023,Austrian,9,Qualifying
81,PIA,McLaren,65.683,65.605,,13.0,2023,Austrian,9,Qualifying
77,BOT,Alfa Romeo,65.763,65.68,,14.0,2023,Austrian,9,Qualifying
11,PER,Red Bull Racing,65.177,126.688,,15.0,2023,Austrian,9,Qualifying
22,TSU,AlphaTauri,65.784,,,16.0,2023,Austrian,9,Qualifying
24,ZHO,Alfa Romeo,65.818,,,17.0,2023,Austrian,9,Qualifying
2,SAR,Williams,65.948,,,18.0,2023,Austrian,9,Qualifying
20,MAG,Haas F1 Team,65.971,,,19.0,2023,Austrian,9,Qualifying
21,DEV,AlphaTauri,65.974,,,20.0,2023,Austrian,9,Qualifying
1,VER,Red Bull Racing,89.428,87.702,86.72,1.0,2023,British,10,Qualifying
4,NOR,McLaren,88.917,88.042,86.961,2.0,2023,British,10,Qualifying
81,PIA,McLaren,89.874,87.845,87.092,3.0,2023,British,10,Qualifying
16,LEC,Ferrari,89.143,88.361,87.136,4.0,2023,British,10,Qualifying
55,SAI,Ferrari,89.865,88.265,87.148,5.0,2023,British,10,Qualifying
63,RUS,Mercedes,89.412,88.782,87.155,6.0,2023,British,10,Qualifying
44,HAM,Mercedes,89.415,88.545,87.211,7.0,2023,British,10,Qualifying
23,ALB,Williams,89.466,88.067,87.53,8.0,2023,British,10,Qualifying
14,ALO,Aston Martin,89.949,88.368,87.659,9.0,2023,British,10,Qualifying
10,GAS,Alpine,89.533,88.751,87.689,10.0,2023,British,10,Qualifying
27,HUL,Haas F1 Team,89.603,88.896,,11.0,2023,British,10,Qualifying
18,STR,Aston Martin,89.448,88.935,,12.0,2023,British,10,Qualifying
31,OCO,Alpine,89.7,88.956,,13.0,2023,British,10,Qualifying
2,SAR,Williams,89.873,89.031,,14.0,2023,British,10,Qualifying
77,BOT,Alfa Romeo,89.798,,,15.0,2023,British,10,Qualifying
11,PER,Red Bull Racing,89.968,,,15.0,2023,British,10,Qualifying
22,TSU,AlphaTauri,90.025,,,16.0,2023,British,10,Qualifying
24,ZHO,Alfa Romeo,90.123,,,17.0,2023,British,10,Qualifying
21,DEV,AlphaTauri,90.513,,,18.0,2023,British,10,Qualifying
20,MAG,Haas F1 Team,92.378,,,19.0,2023,British,10,Qualifying
44,HAM,Mercedes,78.577,77.427,76.609,1.0,2023,Hungarian,11,Qualifying
1,VER,Red Bull Racing,78.318,77.547,76.612,2.0,2023,Hungarian,11,Qualifying
4,NOR,McLaren,78.697,77.328,76.694,3.0,2023,Hungarian,11,Qualifying
81,PIA,McLaren,78.464,77.571,76.905,4.0,2023,Hungarian,11,Qualifying
24,ZHO,Alfa Romeo,78.143,77.7,76.971,5.0,2023,Hungarian,11,Qualifying
16,LEC,Ferrari,78.44,77.58,76.992,6.0,2023,Hungarian,11,Qualifying
77,BOT,Alfa Romeo,78.775,77.563,77.034,7.0,2023,Hungarian,11,Qualifying
14,ALO,Aston Martin,78.58,77.701,77.035,8.0,2023,Hungarian,11,Qualifying
11,PER,Red Bull Racing,78.36,77.675,77.045,9.0,2023,Hungarian,11,Qualifying
27,HUL,Haas F1 Team,78.695,77.652,77.186,10.0,2023,Hungarian,11,Qualifying
55,SAI,Ferrari,78.393,77.703,,11.0,2023,Hungarian,11,Qualifying
31,OCO,Alpine,78.854,77.841,,12.0,2023,Hungarian,11,Qualifying
3,RIC,AlphaTauri,78.906,78.002,,13.0,2023,Hungarian,11,Qualifying
18,STR,Aston Martin,78.782,78.144,,14.0,2023,Hungarian,11,Qualifying
10,GAS,Alpine,78.743,78.217,,15.0,2023,Hungarian,11,Qualifying
23,ALB,Williams,78.917,,,16.0,2023,Hungarian,11,Qualifying
22,TSU,AlphaTauri,78.919,,,17.0,2023,Hungarian,11,Qualifying
63,RUS,Mercedes,79.027,,,18.0,2023,Hungarian,11,Qualifying
20,MAG,Haas F1 Team,79.206,,,19.0,2023,Hungarian,11,Qualifying
2,SAR,Williams,79.248,,,20.0,2023,Hungarian,11,Qualifying
1,VER,Red Bull Racing,118.515,112.784,106.168,1.0,2023,Belgian,12,Qualifying
16,LEC,Ferrari,118.3,112.017,106.988,2.0,2023,Belgian,12,Qualifying
11,PER,Red Bull Racing,118.899,112.353,107.045,3.0,2023,Belgian,12,Qualifying
44,HAM,Mercedes,118.563,112.345,107.087,4.0,2023,Belgian,12,Qualifying
55,SAI,Ferrari,118.688,111.711,107.152,5.0,2023,Belgian,12,Qualifying
81,PIA,McLaren,118.872,111.534,107.365,6.0,2023,Belgian,12,Qualifying
4,NOR,McLaren,119.981,112.252,107.669,7.0,2023,Belgian,12,Qualifying
63,RUS,Mercedes,119.035,112.605,107.805,8.0,2023,Belgian,12,Qualifying
14,ALO,Aston Martin,118.834,112.751,107.843,9.0,2023,Belgian,12,Qualifying
18,STR,Aston Martin,119.663,112.193,108.841,10.0,2023,Belgian,12,Qualifying
22,TSU,AlphaTauri,119.044,113.148,,11.0,2023,Belgian,12,Qualifying
10,GAS,Alpine,119.511,113.671,,12.0,2023,Belgian,12,Qualifying
20,MAG,Haas F1 Team,120.02,114.16,,13.0,2023,Belgian,12,Qualifying
77,BOT,Alfa Romeo,119.484,114.694,,14.0,2023,Belgian,12,Qualifying
31,OCO,Alpine,119.634,116.372,,15.0,2023,Belgian,12,Qualifying
23,ALB,Williams,120.314,,,16.0,2023,Belgian,12,Qualifying
24,ZHO,Alfa Romeo,120.832,,,17.0,2023,Belgian,12,Qualifying
2,SAR,Williams,121.535,,,18.0,2023,Belgian,12,Qualifying
3,RIC,AlphaTauri,122.159,,,19.0,2023,Belgian,12,Qualifying
27,HUL,Haas F1 Team,123.166,,,20.0,2023,Belgian,12,Qualifying
1,VER,Red Bull Racing,80.965,78.856,70.567,1.0,2023,Dutch,13,Qualifying
4,NOR,McLaren,81.276,79.769,71.104,2.0,2023,Dutch,13,Qualifying
63,RUS,Mercedes,81.345,79.62,71.294,3.0,2023,Dutch,13,Qualifying
23,ALB,Williams,80.939,79.399,71.419,4.0,2023,Dutch,13,Qualifying
14,ALO,Aston Martin,81.84,79.429,71.506,5.0,2023,Dutch,13,Qualifying
55,SAI,Ferrari,81.321,79.929,71.754,6.0,2023,Dutch,13,Qualifying
11,PER,Red Bull Racing,81.972,79.856,71.88,7.0,2023,Dutch,13,Qualifying
81,PIA,McLaren,81.231,79.392,71.938,8.0,2023,Dutch,13,Qualifying
16,LEC,Ferrari,82.019,79.6,72.665,9.0,2023,Dutch,13,Qualifying
2,SAR,Williams,82.036,80.067,76.748,10.0,2023,Dutch,13,Qualifying
18,STR,Aston Martin,81.57,80.121,,11.0,2023,Dutch,13,Qualifying
10,GAS,Alpine,81.735,80.128,,12.0,2023,Dutch,13,Qualifying
44,HAM,Mercedes,81.919,80.151,,13.0,2023,Dutch,13,Qualifying
22,TSU,AlphaTauri,81.781,80.23,,14.0,2023,Dutch,13,Qualifying
27,HUL,Haas F1 Team,81.891,80.25,,15.0,2023,Dutch,13,Qualifying
24,ZHO,Alfa Romeo,82.067,,,16.0,2023,Dutch,13,Qualifying
31,OCO,Alpine,82.11,,,17.0,2023,Dutch,13,Qualifying
20,MAG,Haas F1 Team,82.192,,,18.0,2023,Dutch,13,Qualifying
77,BOT,Alfa Romeo,82.26,,,19.0,2023,Dutch,13,Qualifying
40,LAW,AlphaTauri,83.42,,,20.0,2023,Dutch,13,Qualifying
55,SAI,Ferrari,81.965,80.991,80.294,1.0,2023,Italian,14,Qualifying
1,VER,Red Bull Racing,81.573,80.937,80.307,2.0,2023,Italian,14,Qualifying
16,LEC,Ferrari,81.788,80.977,80.361,3.0,2023,Italian,14,Qualifying
63,RUS,Mercedes,82.148,81.382,80.671,4.0,2023,Italian,14,Qualifying
11,PER,Red Bull Racing,81.911,81.24,80.688,5.0,2023,Italian,14,Qualifying
23,ALB,Williams,81.661,81.272,80.76,6.0,2023,Italian,14,Qualifying
81,PIA,McLaren,82.106,81.527,80.785,7.0,2023,Italian,14,Qualifying
44,HAM,Mercedes,81.977,81.369,80.82,8.0,2023,Italian,14,Qualifying
4,NOR,McLaren,81.995,81.581,80.979,9.0,2023,Italian,14,Qualifying
14,ALO,Aston Martin,82.043,81.543,81.417,10.0,2023,Italian,14,Qualifying
22,TSU,AlphaTauri,81.852,81.594,,11.0,2023,Italian,14,Qualifying
40,LAW,AlphaTauri,82.112,81.758,,12.0,2023,Italian,14,Qualifying
27,HUL,Haas F1 Team,82.343,81.776,,13.0,2023,Italian,14,Qualifying
77,BOT,Alfa Romeo,82.249,81.94,,14.0,2023,Italian,14,Qualifying
2,SAR,Williams,81.93,81.944,,15.0,2023,Italian,14,Qualifying
24,ZHO,Alfa Romeo,82.39,,,16.0,2023,Italian,14,Qualifying
10,GAS,Alpine,82.545,,,17.0,2023,Italian,14,Qualifying
31,OCO,Alpine,82.548,,,18.0,2023,Italian,14,Qualifying
20,MAG,Haas F1 Team,82.592,,,19.0,2023,Italian,14,Qualifying
18,STR,Aston Martin,82.86,,,20.0,2023,Italian,14,Qualifying
55,SAI,Ferrari,92.339,91.439,90.984,1.0,2023,Singapore,15,Qualifying
63,RUS,Mercedes,92.331,91.743,91.056,2.0,2023,Singapore,15,Qualifying
16,LEC,Ferrari,92.406,92.012,91.063,3.0,2023,Singapore,15,Qualifying
4,NOR,McLaren,92.483,91.951,91.27,4.0,2023,Singapore,15,Qualifying
44,HAM,Mercedes,92.651,92.019,91.485,5.0,2023,Singapore,15,Qualifying
20,MAG,Haas F1 Team,92.242,91.892,91.575,6.0,2023,Singapore,15,Qualifying
14,ALO,Aston Martin,92.584,91.835,91.615,7.0,2023,Singapore,15,Qualifying
31,OCO,Alpine,92.369,92.089,91.673,8.0,2023,Singapore,15,Qualifying
27,HUL,Haas F1 Team,92.1,91.994,91.808,9.0,2023,Singapore,15,Qualifying
40,LAW,AlphaTauri,92.215,92.166,92.268,10.0,2023,Singapore,15,Qualifying
1,VER,Red Bull Racing,92.398,92.173,,11.0,2023,Singapore,15,Qualifying
10,GAS,Alpine,92.452,92.274,,12.0,2023,Singapore,15,Qualifying
11,PER,Red Bull Racing,92.099,92.31,,13.0,2023,Singapore,15,Qualifying
23,ALB,Williams,92.668,93.719,,14.0,2023,Singapore,15,Qualifying
22,TSU,AlphaTauri,91.991,,,15.0,2023,Singapore,15,Qualifying
77,BOT,Alfa Romeo,92.809,,,16.0,2023,Singapore,15,Qualifying
81,PIA,McLaren,92.902,,,17.0,2023,Singapore,15,Qualifying
2,SAR,Williams,93.252,,,18.0,2023,Singapore,15,Qualifying
24,ZHO,Alfa Romeo,93.258,,,19.0,2023,Singapore,15,Qualifying
18,STR,Aston Martin,93.397,,,20.0,2023,Singapore,15,Qualifying
1,VER,Red Bull Racing,89.878,89.964,88.877,1.0,2023,Japanese,16,Qualifying
81,PIA,McLaren,90.439,90.122,89.458,2.0,2023,Japanese,16,Qualifying
4,NOR,McLaren,90.063,90.296,89.493,3.0,2023,Japanese,16,Qualifying
16,LEC,Ferrari,90.393,89.94,89.542,4.0,2023,Japanese,16,Qualifying
11,PER,Red Bull Racing,90.652,89.965,89.65,5.0,2023,Japanese,16,Qualifying
55,SAI,Ferrari,90.651,90.067,89.85,6.0,2023,Japanese,16,Qualifying
44,HAM,Mercedes,90.811,90.04,89.908,7.0,2023,Japanese,16,Qualifying
63,RUS,Mercedes,90.811,90.268,90.219,8.0,2023,Japanese,16,Qualifying
22,TSU,AlphaTauri,90.733,90.204,90.303,9.0,2023,Japanese,16,Qualifying
14,ALO,Aston Martin,90.971,90.465,90.56,10.0,2023,Japanese,16,Qualifying
40,LAW,AlphaTauri,90.425,90.508,,11.0,2023,Japanese,16,Qualifying
10,GAS,Alpine,90.843,90.509,,12.0,2023,Japanese,16,Qualifying
23,ALB,Williams,90.941,90.537,,13.0,2023,Japanese,16,Qualifying
31,OCO,Alpine,90.96,90.586,,14.0,2023,Japanese,16,Qualifying
20,MAG,Haas F1 Team,90.976,90.665,,15.0,2023,Japanese,16,Qualifying
77,BOT,Alfa Romeo,91.049,,,16.0,2023,Japanese,16,Qualifying
18,STR,Aston Martin,91.181,,,17.0,2023,Japanese,16,Qualifying
27,HUL,Haas F1 Team,91.299,,,18.0,2023,Japanese,16,Qualifying
24,ZHO,Alfa Romeo,91.398,,,19.0,2023,Japanese,16,Qualifying
2,SAR,Williams,,,,20.0,2023,Japanese,16,Qualifying
1,VER,Red Bull Racing,85.007,84.483,83.778,1.0,2023,Qatar,17,Qualifying
63,RUS,Mercedes,85.334,84.827,84.219,2.0,2023,Qatar,17,Qualifying
44,HAM,Mercedes,86.076,84.381,84.305,3.0,2023,Qatar,17,Qualifying
14,ALO,Aston Martin,85.223,85.241,84.369,4.0,2023,Qatar,17,Qualifying
16,LEC,Ferrari,85.452,85.079,84.424,5.0,2023,Qatar,17,Qualifying
81,PIA,McLaren,85.266,84.724,84.54,6.0,2023,Qatar,17,Qualifying
10,GAS,Alpine,85.566,84.918,84.553,7.0,2023,Qatar,17,Qualifying
