DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished
3,RIC,RB,9.0,12.0,Lapped,2024,Hungarian,13,Race,True
27,HUL,Haas F1 Team,11.0,13.0,Lapped,2024,Hungarian,13,Race,True
23,ALB,Williams,13.0,14.0,Lapped,2024,Hungarian,13,Race,True
20,MAG,Haas F1 Team,15.0,15.0,Lapped,2024,Hungarian,13,Race,True
77,BOT,Kick Sauber,12.0,16.0,Lapped,2024,Hungarian,13,Race,True
2,SAR,Williams,14.0,17.0,Lapped,2024,Hungarian,13,Race,True
31,OCO,Alpine,19.0,18.0,Lapped,2024,Hungarian,13,Race,True
24,ZHO,Kick Sauber,18.0,19.0,Lapped,2024,Hungarian,13,Race,True
10,GAS,Alpine,20.0,20.0,Retired,2024,Hungarian,13,Race,False
44,HAM,Mercedes,3.0,1.0,Finished,2024,Belgian,14,Race,True
81,PIA,McLaren,5.0,2.0,Finished,2024,Belgian,14,Race,True
16,LEC,Ferrari,1.0,3.0,Finished,2024,Belgian,14,Race,True
1,VER,Red Bull Racing,11.0,4.0,Finished,2024,Belgian,14,Race,True
4,NOR,McLaren,4.0,5.0,Finished,2024,Belgian,14,Race,True
55,SAI,Ferrari,7.0,6.0,Finished,2024,Belgian,14,Race,True
11,PER,Red Bull Racing,2.0,7.0,Finished,2024,Belgian,14,Race,True
14,ALO,Aston Martin,8.0,8.0,Finished,2024,Belgian,14,Race,True
31,OCO,Alpine,9.0,9.0,Finished,2024,Belgian,14,Race,True
3,RIC,RB,13.0,10.0,Finished,2024,Belgian,14,Race,True
18,STR,Aston Martin,15.0,11.0,Finished,2024,Belgian,14,Race,True
23,ALB,Williams,10.0,12.0,Finished,2024,Belgian,14,Race,True
10,GAS,Alpine,12.0,13.0,Finished,2024,Belgian,14,Race,True
20,MAG,Haas F1 Team,17.0,14.0,Finished,2024,Belgian,14,Race,True
77,BOT,Kick Sauber,14.0,15.0,Finished,2024,Belgian,14,Race,True
22,TSU,RB,20.0,16.0,Finished,2024,Belgian,14,Race,True
2,SAR,Williams,18.0,17.0,Finished,2024,Belgian,14,Race,True
27,HUL,Haas F1 Team,16.0,18.0,Finished,2024,Belgian,14,Race,True
24,ZHO,Kick Sauber,19.0,19.0,Retired,2024,Belgian,14,Race,False
63,RUS,Mercedes,6.0,20.0,Disqualified,2024,Belgian,14,Race,False
4,NOR,McLaren,1.0,1.0,Finished,2024,Dutch,15,Race,True
1,VER,Red Bull Racing,2.0,2.0,Finished,2024,Dutch,15,Race,True
16,LEC,Ferrari,6.0,3.0,Finished,2024,Dutch,15,Race,True
81,PIA,McLaren,3.0,4.0,Finished,2024,Dutch,15,Race,True
55,SAI,Ferrari,10.0,5.0,Finished,2024,Dutch,15,Race,True
11,PER,Red Bull Racing,5.0,6.0,Finished,2024,Dutch,15,Race,True
63,RUS,Mercedes,4.0,7.0,Finished,2024,Dutch,15,Race,True
44,HAM,Mercedes,14.0,8.0,Finished,2024,Dutch,15,Race,True
10,GAS,Alpine,9.0,9.0,Lapped,2024,Dutch,15,Race,True
14,ALO,Aston Martin,7.0,10.0,Lapped,2024,Dutch,15,Race,True
27,HUL,Haas F1 Team,12.0,11.0,Lapped,2024,Dutch,15,Race,True
3,RIC,RB,13.0,12.0,Lapped,2024,Dutch,15,Race,True
18,STR,Aston Martin,8.0,13.0,Lapped,2024,Dutch,15,Race,True
23,ALB,Williams,19.0,14.0,Lapped,2024,Dutch,15,Race,True
31,OCO,Alpine,15.0,15.0,Lapped,2024,Dutch,15,Race,True
2,SAR,Williams,18.0,16.0,Lapped,2024,Dutch,15,Race,True
22,TSU,RB,11.0,17.0,Lapped,2024,Dutch,15,Race,True
20,MAG,Haas F1 Team,20.0,18.0,Lapped,2024,Dutch,15,Race,True
77,BOT,Kick Sauber,16.0,19.0,Lapped,2024,Dutch,15,Race,True
24,ZHO,Kick Sauber,17.0,20.0,Lapped,2024,Dutch,15,Race,True
16,LEC,Ferrari,4.0,1.0,Finished,2024,Italian,16,Race,True
81,PIA,McLaren,2.0,2.0,Finished,2024,Italian,16,Race,True
4,NOR,McLaren,1.0,3.0,Finished,2024,Italian,16,Race,True
55,SAI,Ferrari,5.0,4.0,Finished,2024,Italian,16,Race,True
44,HAM,Mercedes,6.0,5.0,Finished,2024,Italian,16,Race,True
1,VER,Red Bull Racing,7.0,6.0,Finished,2024,Italian,16,Race,True
63,RUS,Mercedes,3.0,7.0,Finished,2024,Italian,16,Race,True
11,PER,Red Bull Racing,8.0,8.0,Finished,2024,Italian,16,Race,True
23,ALB,Williams,9.0,9.0,Finished,2024,Italian,16,Race,True
20,MAG,Haas F1 Team,13.0,10.0,Finished,2024,Italian,16,Race,True
14,ALO,Aston Martin,11.0,11.0,Finished,2024,Italian,16,Race,True
43,COL,Williams,18.0,12.0,Finished,2024,Italian,16,Race,True
3,RIC,RB,12.0,13.0,Finished,2024,Italian,16,Race,True
31,OCO,Alpine,15.0,14.0,Lapped,2024,Italian,16,Race,True
10,GAS,Alpine,14.0,15.0,Lapped,2024,Italian,16,Race,True
77,BOT,Kick Sauber,19.0,16.0,Lapped,2024,Italian,16,Race,True
27,HUL,Haas F1 Team,10.0,17.0,Lapped,2024,Italian,16,Race,True
24,ZHO,Kick Sauber,20.0,18.0,Lapped,2024,Italian,16,Race,True
18,STR,Aston Martin,17.0,19.0,Lapped,2024,Italian,16,Race,True
22,TSU,RB,16.0,20.0,Retired,2024,Italian,16,Race,False
81,PIA,McLaren,2.0,1.0,Finished,2024,Azerbaijan,17,Race,True
16,LEC,Ferrari,1.0,2.0,Finished,2024,Azerbaijan,17,Race,True
63,RUS,Mercedes,5.0,3.0,Finished,2024,Azerbaijan,17,Race,True
4,NOR,McLaren,15.0,4.0,Finished,2024,Azerbaijan,17,Race,True
1,VER,Red Bull Racing,6.0,5.0,Finished,2024,Azerbaijan,17,Race,True
14,ALO,Aston Martin,7.0,6.0,Finished,2024,Azerbaijan,17,Race,True
23,ALB,Williams,9.0,7.0,Finished,2024,Azerbaijan,17,Race,True
43,COL,Williams,8.0,8.0,Finished,2024,Azerbaijan,17,Race,True
44,HAM,Mercedes,19.0,9.0,Finished,2024,Azerbaijan,17,Race,True
50,BEA,Haas F1 Team,10.0,10.0,Finished,2024,Azerbaijan,17,Race,True
27,HUL,Haas F1 Team,12.0,11.0,Finished,2024,Azerbaijan,17,Race,True
10,GAS,Alpine,18.0,12.0,Finished,2024,Azerbaijan,17,Race,True
3,RIC,RB,14.0,13.0,Finished,2024,Azerbaijan,17,Race,True
24,ZHO,Kick Sauber,17.0,14.0,Finished,2024,Azerbaijan,17,Race,True
31,OCO,Alpine,20.0,15.0,Lapped,2024,Azerbaijan,17,Race,True
77,BOT,Kick Sauber,16.0,16.0,Lapped,2024,Azerbaijan,17,Race,True
11,PER,Red Bull Racing,4.0,17.0,Retired,2024,Azerbaijan,17,Race,False
55,SAI,Ferrari,3.0,18.0,Retired,2024,Azerbaijan,17,Race,False
18,STR,Aston Martin,13.0,19.0,Retired,2024,Azerbaijan,17,Race,False
22,TSU,RB,11.0,20.0,Retired,2024,Azerbaijan,17,Race,False
4,NOR,McLaren,1.0,1.0,Finished,2024,Singapore,18,Race,True
1,VER,Red Bull Racing,2.0,2.0,Finished,2024,Singapore,18,Race,True
81,PIA,McLaren,5.0,3.0,Finished,2024,Singapore,18,Race,True
63,RUS,Mercedes,4.0,4.0,Finished,2024,Singapore,18,Race,True
16,LEC,Ferrari,9.0,5.0,Finished,2024,Singapore,18,Race,True
44,HAM,Mercedes,3.0,6.0,Finished,2024,Singapore,18,Race,True
55,SAI,Ferrari,10.0,7.0,Finished,2024,Singapore,18,Race,True
14,ALO,Aston Martin,7.0,8.0,Lapped,2024,Singapore,18,Race,True
27,HUL,Haas F1 Team,6.0,9.0,Lapped,2024,Singapore,18,Race,True
11,PER,Red Bull Racing,13.0,10.0,Lapped,2024,Singapore,18,Race,True
43,COL,Williams,12.0,11.0,Lapped,2024,Singapore,18,Race,True
22,TSU,RB,8.0,12.0,Lapped,2024,Singapore,18,Race,True
31,OCO,Alpine,15.0,13.0,Lapped,2024,Singapore,18,Race,True
18,STR,Aston Martin,17.0,14.0,Lapped,2024,Singapore,18,Race,True
24,ZHO,Kick Sauber,20.0,15.0,Lapped,2024,Singapore,18,Race,True
77,BOT,Kick Sauber,19.0,16.0,Lapped,2024,Singapore,18,Race,True
10,GAS,Alpine,18.0,17.0,Lapped,2024,Singapore,18,Race,True
3,RIC,RB,16.0,18.0,Lapped,2024,Singapore,18,Race,True
20,MAG,Haas F1 Team,14.0,19.0,Retired,2024,Singapore,18,Race,False
23,ALB,Williams,11.0,20.0,Retired,2024,Singapore,18,Race,False
16,LEC,Ferrari,4.0,1.0,Finished,2024,United States,19,Race,True
55,SAI,Ferrari,3.0,2.0,Finished,2024,United States,19,Race,True
1,VER,Red Bull Racing,2.0,3.0,Finished,2024,United States,19,Race,True
4,NOR,McLaren,1.0,4.0,Finished,2024,United States,19,Race,True
81,PIA,McLaren,5.0,5.0,Finished,2024,United States,19,Race,True
63,RUS,Mercedes,20.0,6.0,Finished,2024,United States,19,Race,True
11,PER,Red Bull Racing,9.0,7.0,Finished,2024,United States,19,Race,True
27,HUL,Haas F1 Team,11.0,8.0,Finished,2024,United States,19,Race,True
30,LAW,RB,19.0,9.0,Finished,2024,United States,19,Race,True
43,COL,Williams,15.0,10.0,Finished,2024,United States,19,Race,True
20,MAG,Haas F1 Team,8.0,11.0,Finished,2024,United States,19,Race,True
10,GAS,Alpine,6.0,12.0,Finished,2024,United States,19,Race,True
14,ALO,Aston Martin,7.0,13.0,Lapped,2024,United States,19,Race,True
22,TSU,RB,10.0,14.0,Lapped,2024,United States,19,Race,True
18,STR,Aston Martin,13.0,15.0,Lapped,2024,United States,19,Race,True
23,ALB,Williams,14.0,16.0,Lapped,2024,United States,19,Race,True
77,BOT,Kick Sauber,16.0,17.0,Lapped,2024,United States,19,Race,True
31,OCO,Alpine,12.0,18.0,Lapped,2024,United States,19,Race,True
24,ZHO,Kick Sauber,18.0,19.0,Lapped,2024,United States,19,Race,True
44,HAM,Mercedes,17.0,20.0,Retired,2024,United States,19,Race,False
55,SAI,Ferrari,1.0,1.0,Finished,2024,Mexico City,20,Race,True
4,NOR,McLaren,3.0,2.0,Finished,2024,Mexico City,20,Race,True
16,LEC,Ferrari,4.0,3.0,Finished,2024,Mexico City,20,Race,True
44,HAM,Mercedes,6.0,4.0,Finished,2024,Mexico City,20,Race,True
63,RUS,Mercedes,5.0,5.0,Finished,2024,Mexico City,20,Race,True
1,VER,Red Bull Racing,2.0,6.0,Finished,2024,Mexico City,20,Race,True
20,MAG,Haas F1 Team,7.0,7.0,Finished,2024,Mexico City,20,Race,True
81,PIA,McLaren,17.0,8.0,Finished,2024,Mexico City,20,Race,True
27,HUL,Haas F1 Team,10.0,9.0,Lapped,2024,Mexico City,20,Race,True
10,GAS,Alpine,8.0,10.0,Lapped,2024,Mexico City,20,Race,True
18,STR,Aston Martin,14.0,11.0,Lapped,2024,Mexico City,20,Race,True
43,COL,Williams,16.0,12.0,Lapped,2024,Mexico City,20,Race,True
31,OCO,Alpine,0.0,13.0,Lapped,2024,Mexico City,20,Race,True
77,BOT,Kick Sauber,15.0,14.0,Lapped,2024,Mexico City,20,Race,True
24,ZHO,Kick Sauber,19.0,15.0,Lapped,2024,Mexico City,20,Race,True
30,LAW,RB,12.0,16.0,Lapped,2024,Mexico City,20,Race,True
11,PER,Red Bull Racing,18.0,17.0,Lapped,2024,Mexico City,20,Race,True
14,ALO,Aston Martin,13.0,18.0,Retired,2024,Mexico City,20,Race,False
23,ALB,Williams,9.0,19.0,Retired,2024,Mexico City,20,Race,False
22,TSU,RB,11.0,20.0,Retired,2024,Mexico City,20,Race,False
1,VER,Red Bull Racing,17.0,1.0,Finished,2024,São Paulo,21,Race,True
31,OCO,Alpine,4.0,2.0,Finished,2024,São Paulo,21,Race,True
10,GAS,Alpine,13.0,3.0,Finished,2024,São Paulo,21,Race,True
63,RUS,Mercedes,2.0,4.0,Finished,2024,São Paulo,21,Race,True
16,LEC,Ferrari,6.0,5.0,Finished,2024,São Paulo,21,Race,True
4,NOR,McLaren,1.0,6.0,Finished,2024,São Paulo,21,Race,True
22,TSU,RB,3.0,7.0,Finished,2024,São Paulo,21,Race,True
81,PIA,McLaren,8.0,8.0,Finished,2024,São Paulo,21,Race,True
30,LAW,RB,5.0,9.0,Finished,2024,São Paulo,21,Race,True
44,HAM,Mercedes,14.0,10.0,Finished,2024,São Paulo,21,Race,True
11,PER,Red Bull Racing,12.0,11.0,Finished,2024,São Paulo,21,Race,True
50,BEA,Haas F1 Team,15.0,12.0,Finished,2024,São Paulo,21,Race,True
77,BOT,Kick Sauber,11.0,13.0,Finished,2024,São Paulo,21,Race,True
14,ALO,Aston Martin,9.0,14.0,Finished,2024,São Paulo,21,Race,True
24,ZHO,Kick Sauber,19.0,15.0,Finished,2024,São Paulo,21,Race,True
55,SAI,Ferrari,20.0,16.0,Retired,2024,São Paulo,21,Race,False
43,COL,Williams,16.0,17.0,Retired,2024,São Paulo,21,Race,False
23,ALB,Williams,7.0,18.0,Did not start,2024,São Paulo,21,Race,False
18,STR,Aston Martin,10.0,19.0,Did not start,2024,São Paulo,21,Race,False
27,HUL,Haas F1 Team,18.0,20.0,Disqualified,2024,São Paulo,21,Race,False
63,RUS,Mercedes,1.0,1.0,Finished,2024,Las Vegas,22,Race,True
44,HAM,Mercedes,10.0,2.0,Finished,2024,Las Vegas,22,Race,True
55,SAI,Ferrari,2.0,3.0,Finished,2024,Las Vegas,22,Race,True
16,LEC,Ferrari,4.0,4.0,Finished,2024,Las Vegas,22,Race,True
1,VER,Red Bull Racing,5.0,5.0,Finished,2024,Las Vegas,22,Race,True
4,NOR,McLaren,6.0,6.0,Finished,2024,Las Vegas,22,Race,True
81,PIA,McLaren,8.0,7.0,Finished,2024,Las Vegas,22,Race,True
27,HUL,Haas F1 Team,9.0,8.0,Finished,2024,Las Vegas,22,Race,True
22,TSU,RB,7.0,9.0,Finished,2024,Las Vegas,22,Race,True
11,PER,Red Bull Racing,15.0,10.0,Finished,2024,Las Vegas,22,Race,True
14,ALO,Aston Martin,16.0,11.0,Finished,2024,Las Vegas,22,Race,True
20,MAG,Haas F1 Team,12.0,12.0,Finished,2024,Las Vegas,22,Race,True
24,ZHO,Kick Sauber,13.0,13.0,Finished,2024,Las Vegas,22,Race,True
43,COL,Williams,20.0,14.0,Finished,2024,Las Vegas,22,Race,True
18,STR,Aston Martin,18.0,15.0,Finished,2024,Las Vegas,22,Race,True
30,LAW,RB,14.0,16.0,Finished,2024,Las Vegas,22,Race,True
31,OCO,Alpine,11.0,17.0,Lapped,2024,Las Vegas,22,Race,True
77,BOT,Kick Sauber,19.0,18.0,Lapped,2024,Las Vegas,22,Race,True
23,ALB,Williams,17.0,19.0,Retired,2024,Las Vegas,22,Race,False
10,GAS,Alpine,3.0,20.0,Retired,2024,Las Vegas,22,Race,False
1,VER,Red Bull Racing,2.0,1.0,Finished,2024,Qatar,23,Race,True
16,LEC,Ferrari,5.0,2.0,Finished,2024,Qatar,23,Race,True
81,PIA,McLaren,4.0,3.0,Finished,2024,Qatar,23,Race,True
63,RUS,Mercedes,1.0,4.0,Finished,2024,Qatar,23,Race,True
10,GAS,Alpine,11.0,5.0,Finished,2024,Qatar,23,Race,True
55,SAI,Ferrari,7.0,6.0,Finished,2024,Qatar,23,Race,True
14,ALO,Aston Martin,8.0,7.0,Finished,2024,Qatar,23,Race,True
24,ZHO,Kick Sauber,12.0,8.0,Finished,2024,Qatar,23,Race,True
20,MAG,Haas F1 Team,10.0,9.0,Finished,2024,Qatar,23,Race,True
4,NOR,McLaren,3.0,10.0,Finished,2024,Qatar,23,Race,True
77,BOT,Kick Sauber,13.0,11.0,Finished,2024,Qatar,23,Race,True
44,HAM,Mercedes,6.0,12.0,Finished,2024,Qatar,23,Race,True
22,TSU,RB,14.0,13.0,Finished,2024,Qatar,23,Race,True
30,LAW,RB,17.0,14.0,Finished,2024,Qatar,23,Race,True
23,ALB,Williams,16.0,15.0,Lapped,2024,Qatar,23,Race,True
27,HUL,Haas F1 Team,18.0,16.0,Retired,2024,Qatar,23,Race,False
11,PER,Red Bull Racing,9.0,17.0,Retired,2024,Qatar,23,Race,False
18,STR,Aston Martin,15.0,18.0,Retired,2024,Qatar,23,Race,False
43,COL,Williams,19.0,19.0,Retired,2024,Qatar,23,Race,False
31,OCO,Alpine,20.0,20.0,Retired,2024,Qatar,23,Race,False
4,NOR,McLaren,1.0,1.0,Finished,2024,Abu Dhabi,24,Race,True
55,SAI,Ferrari,3.0,2.0,Finished,2024,Abu Dhabi,24,Race,True
16,LEC,Ferrari,19.0,3.0,Finished,2024,Abu Dhabi,24,Race,True
44,HAM,Mercedes,16.0,4.0,Finished,2024,Abu Dhabi,24,Race,True
63,RUS,Mercedes,6.0,5.0,Finished,2024,Abu Dhabi,24,Race,True
1,VER,Red Bull Racing,4.0,6.0,Finished,2024,Abu Dhabi,24,Race,True
10,GAS,Alpine,5.0,7.0,Finished,2024,Abu Dhabi,24,Race,True
27,HUL,Haas F1 Team,7.0,8.0,Finished,2024,Abu Dhabi,24,Race,True
14,ALO,Aston Martin,8.0,9.0,Finished,2024,Abu Dhabi,24,Race,True
81,PIA,McLaren,2.0,10.0,Finished,2024,Abu Dhabi,24,Race,True
23,ALB,Williams,18.0,11.0,Lapped,2024,Abu Dhabi,24,Race,True
22,TSU,RB,11.0,12.0,Lapped,2024,Abu Dhabi,24,Race,True
24,ZHO,Kick Sauber,15.0,13.0,Lapped,2024,Abu Dhabi,24,Race,True
18,STR,Aston Martin,13.0,14.0,Lapped,2024,Abu Dhabi,24,Race,True
61,DOO,Alpine,17.0,15.0,Lapped,2024,Abu Dhabi,24,Race,True
20,MAG,Haas F1 Team,14.0,16.0,Lapped,2024,Abu Dhabi,24,Race,True
30,LAW,RB,12.0,17.0,Retired,2024,Abu Dhabi,24,Race,False
77,BOT,Kick Sauber,9.0,18.0,Retired,2024,Abu Dhabi,24,Race,False
43,COL,Williams,20.0,19.0,Retired,2024,Abu Dhabi,24,Race,False
11,PER,Red Bull Racing,10.0,20.0,Retired,2024,Abu Dhabi,24,Race,False
