DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5
24,ZHO,Alfa Romeo,17.0,12.0,Lapped,2023,Austrian,9,Race,True,12.666666666666666,14.6,0.2,70.95824590163934,81.03863745345637,88.9690528424442,21.22866666666667,24.91633333333333,23.9434
2,SAR,Williams,18.0,13.0,Lapped,2023,Austrian,9,Race,True,19.333333333333332,18.8,0.2,71.02851666666668,82.081072875817,89.53425351569999,19.421,32.69133333333334,83.86036666666666
31,OCO,Alpine,12.0,14.0,Lapped,2023,Austrian,9,Race,True,6.333333333333333,8.6,0.0,70.85293103448276,80.42968182867698,88.35734494626278,23.692333333333334,24.16616666666667,22.9589
77,BOT,Alfa Romeo,14.0,15.0,Lapped,2023,Austrian,9,Race,True,13.333333333333334,14.2,0.0,71.02776271186441,81.12953678678679,88.902098765839,23.619333333333334,26.105999999999998,24.60826666666667
81,PIA,McLaren,13.0,16.0,Lapped,2023,Austrian,9,Race,True,11.333333333333334,12.8,0.0,70.99568333333333,80.63120861646415,88.66100690229702,23.00775,24.197666666666667,23.165399999999998
21,DEV,AlphaTauri,20.0,17.0,Lapped,2023,Austrian,9,Race,True,14.666666666666666,16.4,0.2,71.05286440677966,81.30143469785575,89.27540711500976,19.645666666666667,23.645833333333332,106.71310000000001
20,MAG,Haas F1 Team,19.0,18.0,Lapped,2023,Austrian,9,Race,True,18.0,15.4,0.2,71.68219298245614,81.30859210526316,88.91818143214888,24.827333333333332,32.939111111111096,30.466466666666655
22,TSU,AlphaTauri,16.0,19.0,Lapped,2023,Austrian,9,Race,True,13.666666666666666,12.4,0.0,71.1075918367347,81.02325478538559,88.7022010193795,23.531,27.090833333333336,24.8013
27,HUL,Haas F1 Team,8.0,20.0,Retired,2023,Austrian,9,Race,False,15.666666666666666,15.8,0.0,71.475,80.91434633817845,88.7490650811155,19.2885,26.30072222222222,25.361633333333334
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,British,10,Race,True,1.0,1.0,0.0,92.06364444444444,75.05745580315968,79.94739822263655,29.047,22.08708333333333,22.68645
4,NOR,McLaren,2.0,2.0,Finished,2023,British,10,Race,True,11.333333333333334,12.0,0.0,92.32266666666666,76.03038694071044,80.92873508565735,28.468,24.232166666666668,25.159200000000006
44,HAM,Mercedes,7.0,3.0,Finished,2023,British,10,Race,True,4.333333333333333,4.6,0.0,92.57681818181818,75.51858142076503,80.53399821826318,29.155,22.900555555555556,23.288533333333334
81,PIA,McLaren,3.0,4.0,Finished,2023,British,10,Race,True,13.333333333333334,13.8,0.0,92.4209761904762,76.37910762711864,81.3212844780546,28.609,23.247249999999998,23.573150000000002
63,RUS,Mercedes,6.0,5.0,Finished,2023,British,10,Race,True,9.666666666666666,7.6,0.2,92.5764358974359,76.04786015457948,80.78932409274769,29.499,43.916666666666664,36.9908
11,PER,Red Bull Racing,15.0,6.0,Finished,2023,British,10,Race,True,4.333333333333333,6.2,0.0,92.74364285714286,75.57620514778561,80.45337575070839,28.062,21.648,22.80496
14,ALO,Aston Martin,9.0,7.0,Finished,2023,British,10,Race,True,4.666666666666667,3.8,0.0,92.96718181818181,75.66636921675774,80.3426196782028,28.624,22.31827777777778,48.09056666666667
23,ALB,Williams,8.0,8.0,Finished,2023,British,10,Race,True,11.333333333333334,12.4,0.0,93.04213953488372,76.4270668152622,81.37966452354647,29.64,23.535,23.7129
16,LEC,Ferrari,4.0,9.0,Finished,2023,British,10,Race,True,5.666666666666667,6.0,0.0,92.73197619047619,75.6710285974499,80.64496779266578,28.507,22.3755,22.823600000000003
55,SAI,Ferrari,5.0,10.0,Finished,2023,British,10,Race,True,5.333333333333333,5.8,0.0,92.80707142857143,75.59682659700445,80.54335633556116,28.859,23.419666666666668,23.8345
2,SAR,Williams,14.0,11.0,Finished,2023,British,10,Race,True,17.666666666666668,18.2,0.2,93.32160975609756,77.1475,82.13114321266968,28.843,22.863,27.711400000000005
77,BOT,Alfa Romeo,20.0,12.0,Finished,2023,British,10,Race,True,14.666666666666666,13.6,0.0,93.55829545454544,76.59694868173257,81.47756350333384,29.656,23.854444444444443,25.034266666666667
27,HUL,Haas F1 Team,11.0,13.0,Finished,2023,British,10,Race,True,16.666666666666668,16.4,0.2,93.31523809523809,76.62292476955099,81.44349298809225,30.03,22.411,24.281933333333335
18,STR,Aston Martin,12.0,14.0,Finished,2023,British,10,Race,True,8.0,11.2,0.2,93.26095000000001,75.95041247812502,80.07264424159199,28.609,22.5725,22.990299999999998
24,ZHO,Alfa Romeo,17.0,15.0,Finished,2023,British,10,Race,True,12.333333333333334,13.2,0.0,93.48954761904763,76.41571472583381,81.4269353561054,30.744,23.398722222222222,23.745533333333334
22,TSU,AlphaTauri,16.0,16.0,Finished,2023,British,10,Race,True,15.0,14.2,0.0,93.38759523809524,76.31705937023322,81.40321938672645,28.460500000000003,23.7315,25.410700000000002
21,DEV,AlphaTauri,18.0,17.0,Finished,2023,British,10,Race,True,16.333333333333332,15.8,0.0,93.55743902439025,76.88876912974526,81.62132999636569,28.39,22.121388888888887,22.835433333333334
10,GAS,Alpine,10.0,18.0,Retired,2023,British,10,Race,False,10.666666666666666,9.4,0.0,93.40138888888889,76.05761531596347,80.8476464978723,28.5,23.709833333333336,24.100900000000003
20,MAG,Haas F1 Team,19.0,19.0,Retired,2023,British,10,Race,False,17.666666666666668,16.4,0.2,94.34222222222222,76.70590643274853,81.69245046342272,,,
31,OCO,Alpine,13.0,20.0,Retired,2023,British,10,Race,False,10.0,8.4,0.0,94.28414285714287,76.22485132843416,80.98533115315935,,23.626444444444445,23.625566666666664
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Hungarian,11,Race,True,1.0,1.0,0.0,83.42509230769231,79.3312798133768,80.00998637078469,21.515,24.331916666666668,23.95845
4,NOR,McLaren,3.0,2.0,Finished,2023,Hungarian,11,Race,True,6.333333333333333,9.0,0.0,83.9488253968254,80.06789077212807,80.76770915973142,21.531,24.54805555555556,26.0374
11,PER,Red Bull Racing,9.0,3.0,Finished,2023,Hungarian,11,Race,True,5.0,7.0,0.0,83.87598412698412,79.92584566300809,80.62156728509993,21.39,23.817333333333334,24.036160000000002
44,HAM,Mercedes,1.0,4.0,Finished,2023,Hungarian,11,Race,True,4.666666666666667,4.0,0.0,83.91946875,79.87325851962244,80.52262481758977,21.8435,25.06972222222222,24.682133333333333
81,PIA,McLaren,4.0,5.0,Finished,2023,Hungarian,11,Race,True,10.333333333333334,10.8,0.0,84.37853225806451,80.3866774683885,81.0620570746404,21.57,25.252416666666665,24.841950000000004
63,RUS,Mercedes,18.0,6.0,Finished,2023,Hungarian,11,Race,True,10.333333333333334,7.8,0.2,84.319734375,80.35694534443515,80.83607793890152,21.7495,46.367,38.4248
16,LEC,Ferrari,6.0,7.0,Finished,2023,Hungarian,11,Race,True,5.0,6.4,0.0,84.29871875,79.87491137132447,80.65450006779807,24.936500000000002,24.401333333333337,24.1156
55,SAI,Ferrari,11.0,8.0,Finished,2023,Hungarian,11,Race,True,7.0,6.8,0.0,84.4030923076923,79.9143094229217,80.61651024391696,22.03,25.59166666666667,25.150100000000002
14,ALO,Aston Martin,8.0,9.0,Finished,2023,Hungarian,11,Race,True,4.666666666666667,4.6,0.0,84.42995384615385,79.9512742672628,80.48063011591323,23.491500000000002,24.336277777777777,49.277766666666665
18,STR,Aston Martin,14.0,10.0,Lapped,2023,Hungarian,11,Race,True,10.666666666666666,11.6,0.2,84.74495238095238,80.34462531965507,80.16331348687501,22.179000000000002,24.494333333333334,24.1933
23,ALB,Williams,16.0,11.0,Lapped,2023,Hungarian,11,Race,True,8.666666666666666,11.2,0.0,84.981265625,80.5566633268901,81.38748858436935,21.734,25.605333333333334,25.1535
77,BOT,Alfa Romeo,7.0,12.0,Lapped,2023,Hungarian,11,Race,True,12.333333333333334,13.4,0.0,84.967890625,80.79301383324771,81.59493370535404,22.75,25.773777777777777,26.318666666666665
3,RIC,AlphaTauri,13.0,13.0,Lapped,2023,Hungarian,11,Race,True,,,,85.01733333333333,,,22.085500000000003,,
27,HUL,Haas F1 Team,10.0,14.0,Lapped,2023,Hungarian,11,Race,True,16.0,16.0,0.2,85.33501587301586,81.00905676620931,81.50665542195468,22.406,24.619,25.644133333333333
22,TSU,AlphaTauri,17.0,15.0,Lapped,2023,Hungarian,11,Race,True,16.333333333333332,15.2,0.0,85.24625,80.72735614358739,81.51299028619734,23.656,25.856333333333335,26.652800000000003
24,ZHO,Alfa Romeo,5.0,16.0,Lapped,2023,Hungarian,11,Race,True,14.333333333333334,13.0,0.0,85.2959375,80.86491393218301,81.51274117621122,26.006999999999998,25.94638888888889,25.34433333333333
20,MAG,Haas F1 Team,19.0,17.0,Lapped,2023,Hungarian,11,Race,True,18.0,18.2,0.4,85.74556451612904,81.35164717348927,81.99003830409356,22.445,24.18888888888887,29.244533333333322
2,SAR,Williams,20.0,18.0,Retired,2023,Hungarian,11,Race,False,14.666666666666666,16.4,0.2,85.27416666666666,81.25264214092141,82.11866901004304,23.101,23.882,29.267599999999998
31,OCO,Alpine,12.0,19.0,Retired,2023,Hungarian,11,Race,False,14.0,10.6,0.2,,,,,,
10,GAS,Alpine,15.0,20.0,Retired,2023,Hungarian,11,Race,False,13.333333333333334,11.4,0.2,,,,,25.379166666666663,25.3103
1,VER,Red Bull Racing,6.0,1.0,Finished,2023,Belgian,12,Race,True,1.0,1.0,0.0,111.5593947368421,81.60573681211575,80.13222083232316,22.953,23.574083333333334,23.36465
11,PER,Red Bull Racing,2.0,2.0,Finished,2023,Belgian,12,Race,True,4.0,4.4,0.0,112.05405263157895,82.14016221108325,80.66964848549677,23.187,23.192333333333334,22.8792
16,LEC,Ferrari,1.0,3.0,Finished,2023,Belgian,12,Race,True,6.0,6.6,0.0,112.43343589743588,82.28730942460318,80.80875614656517,23.195,24.567833333333336,24.114
44,HAM,Mercedes,3.0,4.0,Finished,2023,Belgian,12,Race,True,5.0,4.0,0.0,112.3615,82.23222897727273,80.61040623882266,23.098666666666663,24.338055555555556,23.940033333333332
14,ALO,Aston Martin,9.0,5.0,Finished,2023,Belgian,12,Race,True,7.0,6.0,0.0,112.75433333333334,82.5055588826474,80.87924866292177,23.4685,24.12527777777778,23.81406666666667
63,RUS,Mercedes,8.0,6.0,Finished,2023,Belgian,12,Race,True,6.0,8.0,0.2,113.20914634146341,82.45353071581197,81.00795014723487,23.828,23.950833333333332,36.5997
4,NOR,McLaren,7.0,7.0,Finished,2023,Belgian,12,Race,True,2.6666666666666665,7.6,0.0,113.11063157894736,82.13994368218097,80.87253057712468,24.367,23.49088888888889,24.5391
31,OCO,Alpine,14.0,8.0,Finished,2023,Belgian,12,Race,True,17.666666666666668,13.8,0.4,113.1819487179487,80.92819949392985,81.28522387553132,23.2105,,
18,STR,Aston Martin,10.0,9.0,Finished,2023,Belgian,12,Race,True,11.0,9.6,0.0,113.47248780487806,82.71307272347536,81.1714279630655,25.328,23.960333333333335,23.701100000000004
22,TSU,AlphaTauri,11.0,10.0,Finished,2023,Belgian,12,Race,True,16.666666666666668,15.2,0.0,113.40202702702703,83.24714569160999,81.51700466975899,22.6865,25.215833333333336,24.662200000000002
10,GAS,Alpine,12.0,11.0,Finished,2023,Belgian,12,Race,True,16.0,14.0,0.4,113.65853658536585,80.47682691280623,80.97721316453897,25.656,,
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,Belgian,12,Race,True,13.0,13.6,0.0,113.45307692307692,83.18464959713661,81.66340642494863,23.6015,25.34177777777778,24.793866666666666
24,ZHO,Alfa Romeo,17.0,13.0,Finished,2023,Belgian,12,Race,True,14.333333333333334,13.6,0.0,113.6618717948718,83.24791034022898,81.60652585930981,24.2265,25.993222222222226,25.389433333333336
23,ALB,Williams,15.0,14.0,Finished,2023,Belgian,12,Race,True,10.0,10.6,0.0,113.31680555555556,82.89737481937645,81.46092112113406,24.057333333333332,24.496,24.3958
20,MAG,Haas F1 Team,16.0,15.0,Finished,2023,Belgian,12,Race,True,18.0,17.8,0.2,113.80705128205129,83.92332657360247,82.04110120731937,23.569499999999998,24.002111111111095,29.21793333333332
3,RIC,AlphaTauri,19.0,16.0,Finished,2023,Belgian,12,Race,True,,,,113.52976315789475,,,23.086,,
2,SAR,Williams,18.0,17.0,Finished,2023,Belgian,12,Race,True,14.0,16.4,0.4,113.63562857142857,83.20809769647697,82.00765528455285,23.554000000000002,23.78833333333333,24.1066
27,HUL,Haas F1 Team,20.0,18.0,Finished,2023,Belgian,12,Race,True,15.666666666666666,15.4,0.2,113.98836842105263,83.37508465608464,81.70380565538139,24.836,23.90816666666667,23.933799999999998
55,SAI,Ferrari,4.0,19.0,Retired,2023,Belgian,12,Race,False,8.0,6.8,0.0,115.90882352941176,82.35956053113553,80.80012870545542,23.235,24.883,24.2296
81,PIA,McLaren,5.0,20.0,Retired,2023,Belgian,12,Race,False,8.333333333333334,9.8,0.0,,,,,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Dutch,13,Race,True,1.0,1.0,0.0,77.16337735849056,95.68271049632627,86.59566529693295,430.19783333333334,24.505,23.49275
14,ALO,Aston Martin,5.0,2.0,Finished,2023,Dutch,13,Race,True,7.0,5.6,0.0,77.45628301886792,96.71715633255633,87.40762199625512,508.3812,25.194666666666667,23.993766666666666
10,GAS,Alpine,12.0,3.0,Finished,2023,Dutch,13,Race,True,16.333333333333332,14.2,0.4,78.04881132075471,92.49367818838795,87.04655428442904,507.49699999999996,,
11,PER,Red Bull Racing,7.0,4.0,Finished,2023,Dutch,13,Race,True,3.6666666666666665,4.0,0.0,78.02848148148148,96.22455987190199,87.14151474951748,430.9611666666667,24.213000000000005,23.205800000000004
55,SAI,Ferrari,6.0,5.0,Finished,2023,Dutch,13,Race,True,12.333333333333334,9.6,0.2,77.993,97.7063290885585,88.01096882117383,504.5723999999999,24.708,24.408
44,HAM,Mercedes,13.0,6.0,Finished,2023,Dutch,13,Race,True,3.6666666666666665,4.4,0.0,78.5506603773585,96.28592897727272,87.18014886177346,502.28759999999994,24.699055555555557,24.030266666666666
4,NOR,McLaren,2.0,7.0,Finished,2023,Dutch,13,Race,True,3.6666666666666665,5.6,0.0,78.48275471698113,96.46070788081313,87.45262585843139,427.78649999999993,24.788666666666668,23.908433333333335
23,ALB,Williams,4.0,8.0,Finished,2023,Dutch,13,Race,True,11.0,10.2,0.0,79.86829824561404,97.1134035718131,87.99361223224517,630.9145,25.143777777777775,24.521466666666665
81,PIA,McLaren,8.0,9.0,Finished,2023,Dutch,13,Race,True,9.666666666666666,11.2,0.2,80.04958928571429,82.59839726062468,81.18736626597934,506.7598,24.395583333333335,23.98415
31,OCO,Alpine,16.0,10.0,Finished,2023,Dutch,13,Race,True,15.666666666666666,13.8,0.4,78.11728301886794,92.77300753652476,87.22812911207879,425.52649999999994,,
18,STR,Aston Martin,11.0,11.0,Finished,2023,Dutch,13,Race,True,11.0,10.2,0.0,79.47756603773584,97.15946339527682,87.85026322895912,363.63,25.372,24.198
27,HUL,Haas F1 Team,14.0,12.0,Finished,2023,Dutch,13,Race,True,15.0,16.0,0.2,80.59705263157895,97.54620746310218,88.47011091853929,501.4662,25.75733333333333,24.2198
40,LAW,AlphaTauri,19.0,13.0,Finished,2023,Dutch,13,Race,True,,,,79.46725925925927,,,365.61171428571424,,
77,BOT,Alfa Romeo,18.0,14.0,Finished,2023,Dutch,13,Race,True,12.0,12.2,0.0,80.97619298245614,97.32642100087412,88.16000180956402,499.5316000000001,25.33583333333333,24.734566666666666
22,TSU,AlphaTauri,17.0,15.0,Finished,2023,Dutch,13,Race,True,13.666666666666666,14.8,0.0,79.27853571428571,97.34529075504076,88.16606909155783,504.2848,24.93433333333333,24.7823
20,MAG,Haas F1 Team,0.0,16.0,Finished,2023,Dutch,13,Race,True,17.0,17.2,0.2,79.08383333333333,97.96494600680084,88.72151146372963,420.219,23.613944444444424,23.71623333333332
63,RUS,Mercedes,3.0,17.0,Finished,2023,Dutch,13,Race,True,5.666666666666667,8.6,0.2,78.7832641509434,96.70177220463309,87.71994334995377,370.4511428571429,25.025499999999997,36.935700000000004
24,ZHO,Alfa Romeo,15.0,18.0,Accident,2023,Dutch,13,Race,False,14.666666666666666,14.4,0.0,78.19764583333334,97.4824523046398,88.31051021828416,21.28075,26.992500000000003,25.614533333333334
16,LEC,Ferrari,9.0,19.0,Undertray,2023,Dutch,13,Race,False,6.333333333333333,5.0,0.0,80.16886666666666,96.48804361263736,87.27137775228188,29.9525,25.546166666666664,24.2671
2,SAR,Williams,10.0,20.0,Accident,2023,Dutch,13,Race,False,15.333333333333334,15.8,0.4,92.50815384615385,97.41046833139761,88.53354433217189,,,
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Italian,14,Race,True,1.0,1.0,0.0,86.18185416666667,90.71595480100832,86.70799650633599,24.281,158.22194444444446,104.77461666666667
11,PER,Red Bull Racing,5.0,2.0,Finished,2023,Italian,14,Race,True,3.0,3.6,0.0,86.23535555555556,91.31950608001485,87.30060414926204,23.843,158.51272222222224,104.74503333333334
55,SAI,Ferrari,1.0,3.0,Finished,2023,Italian,14,Race,True,10.666666666666666,9.6,0.2,86.37125531914894,92.76830527903469,88.19610102456366,25.172,183.2791333333333,120.49127999999999
16,LEC,Ferrari,3.0,4.0,Finished,2023,Italian,14,Race,True,9.666666666666666,8.0,0.2,86.37014893617021,92.30034043803418,87.8928461675824,23.89,26.028000000000002,25.3702
63,RUS,Mercedes,4.0,5.0,Finished,2023,Italian,14,Race,True,9.666666666666666,8.2,0.0,86.49685106382978,92.1040482891356,87.87060052796855,24.141,138.67621428571428,93.22632857142858
44,HAM,Mercedes,8.0,6.0,Finished,2023,Italian,14,Race,True,4.666666666666667,5.0,0.0,86.81404347826087,91.61054304245283,87.52176946183533,24.234,182.4099222222222,119.68008666666665
23,ALB,Williams,6.0,7.0,Finished,2023,Italian,14,Race,True,11.0,10.4,0.0,86.99079166666667,92.72212314205653,88.37544565185979,24.343,225.5686111111111,145.69196666666667
4,NOR,McLaren,9.0,8.0,Finished,2023,Italian,14,Race,True,5.333333333333333,4.4,0.0,87.00958695652173,91.84740389758463,87.60264346849428,23.703,157.8948333333333,104.52523333333332
14,ALO,Aston Martin,10.0,9.0,Finished,2023,Italian,14,Race,True,5.333333333333333,5.6,0.0,86.95536170212766,91.54685673278505,87.5454586000287,24.828,185.11373333333333,120.84510666666665
77,BOT,Alfa Romeo,14.0,10.0,Finished,2023,Italian,14,Race,True,12.666666666666666,13.0,0.0,87.30808695652173,93.13238684351103,88.79664373938859,24.656,181.96103333333338,119.83168666666668
40,LAW,AlphaTauri,12.0,11.0,Finished,2023,Italian,14,Race,True,,,,86.95746666666668,,,24.3435,,
81,PIA,McLaren,7.0,12.0,Finished,2023,Italian,14,Race,True,11.333333333333334,10.8,0.2,86.79674999999999,85.61636591141833,81.11763078978885,27.9685,185.64626666666666,120.81741
2,SAR,Williams,15.0,13.0,Finished,2023,Italian,14,Race,True,18.333333333333332,15.8,0.4,87.43465217391305,97.13931636141636,91.15361510140266,24.703,25.166,23.6602
24,ZHO,Alfa Romeo,16.0,14.0,Finished,2023,Italian,14,Race,True,15.666666666666666,14.8,0.2,87.09497777777777,92.38515170940171,88.32064972977841,25.156,23.838083333333334,24.697383333333335
10,GAS,Alpine,17.0,15.0,Finished,2023,Italian,14,Race,True,11.333333333333334,12.4,0.4,87.06075555555556,95.03624559833649,86.62756572890785,26.0235,,
18,STR,Aston Martin,20.0,16.0,Finished,2023,Italian,14,Race,True,10.0,10.6,0.0,87.64008510638297,92.5650020745221,88.217854402608,25.687,137.04566666666668,92.1678
27,HUL,Haas F1 Team,13.0,17.0,Lapped,2023,Italian,14,Race,True,14.666666666666666,15.4,0.2,87.31926666666666,93.30681230854914,88.9421350041771,25.203,182.90273333333334,119.60534
20,MAG,Haas F1 Team,19.0,18.0,Lapped,2023,Italian,14,Race,True,16.0,17.0,0.2,87.44695555555555,92.87881637717122,88.9321728672384,24.734499999999997,155.41116666666665,103.15896666666666
31,OCO,Alpine,18.0,19.0,Retired,2023,Italian,14,Race,False,12.333333333333334,14.2,0.4,87.7668857142857,95.19445819798649,86.81676604372123,24.235,,
22,TSU,AlphaTauri,11.0,20.0,Did not start,2023,Italian,14,Race,False,13.333333333333334,15.0,0.0,,,,,,
55,SAI,Ferrari,1.0,1.0,Finished,2023,Singapore,15,Race,True,9.0,9.0,0.2,99.60733928571429,93.4243596161869,91.49664851696488,29.531,184.32646666666665,120.77367999999998
4,NOR,McLaren,4.0,2.0,Finished,2023,Singapore,15,Race,True,7.333333333333333,5.2,0.0,99.669125,92.86765775081675,90.97489306318846,29.469,158.6188333333333,105.1711
44,HAM,Mercedes,5.0,3.0,Finished,2023,Singapore,15,Race,True,5.333333333333333,4.6,0.0,99.33744444444444,92.57540128520645,90.84449815748751,33.085499999999996,183.20675555555556,120.12375333333333
16,LEC,Ferrari,3.0,4.0,Finished,2023,Singapore,15,Race,True,8.666666666666666,8.4,0.2,99.93496296296297,92.9908171667576,91.20062928814978,32.891,25.679166666666664,26.0962
1,VER,Red Bull Racing,11.0,5.0,Finished,2023,Singapore,15,Race,True,1.0,1.0,0.0,99.65690566037736,91.63487542066645,90.07867260282721,29.671,159.14394444444446,105.59876666666666
10,GAS,Alpine,12.0,6.0,Finished,2023,Singapore,15,Race,True,9.666666666666666,13.4,0.4,100.46411111111111,92.92270115389204,88.51812028829482,31.797,186.39216666666664,
81,PIA,McLaren,17.0,7.0,Finished,2023,Singapore,15,Race,True,13.666666666666666,10.0,0.2,100.5468909090909,83.74162384792626,82.92830621351766,29.265,185.43276666666665,121.58300999999999
11,PER,Red Bull Racing,13.0,8.0,Finished,2023,Singapore,15,Race,True,2.6666666666666665,3.4,0.0,100.34930769230769,92.10596322287199,90.58750333054859,28.984,159.3303888888889,105.48863333333334
40,LAW,AlphaTauri,10.0,9.0,Finished,2023,Singapore,15,Race,True,,,,100.96203636363637,,,32.328,,
20,MAG,Haas F1 Team,6.0,10.0,Finished,2023,Singapore,15,Race,True,16.333333333333332,17.0,0.2,100.5040185185185,93.44594672364671,92.08512538185828,32.195,156.1743333333333,103.15906666666665
23,ALB,Williams,14.0,11.0,Finished,2023,Singapore,15,Race,True,9.666666666666666,9.6,0.0,100.81569090909092,93.39196515594541,91.639860125544,29.953,226.43827777777776,146.13776666666666
24,ZHO,Alfa Romeo,19.0,12.0,Finished,2023,Singapore,15,Race,True,15.0,15.2,0.2,101.07835849056605,92.9848318019943,91.5479961050061,30.3435,23.55441666666667,25.482850000000003
27,HUL,Haas F1 Team,9.0,13.0,Finished,2023,Singapore,15,Race,True,15.666666666666666,14.8,0.0,101.23273584905661,93.96822923976607,92.11098833751043,35.484,183.83506666666668,120.78824
2,SAR,Williams,18.0,14.0,Finished,2023,Singapore,15,Race,True,16.666666666666668,15.8,0.4,100.22918181818181,97.85947819716516,94.43484220285193,47.265,23.786,23.924400000000002
14,ALO,Aston Martin,7.0,15.0,Finished,2023,Singapore,15,Race,True,5.333333333333333,6.4,0.0,100.5291111111111,92.38865935144297,90.91262274373291,41.6165,185.55923333333337,121.75864000000001
63,RUS,Mercedes,2.0,16.0,Retired,2023,Singapore,15,Race,False,9.333333333333334,7.8,0.0,99.42325925925925,92.82975385207885,91.0770863657345,30.008000000000003,139.47338095238095,93.93372857142859
77,BOT,Alfa Romeo,16.0,17.0,Retired,2023,Singapore,15,Race,False,12.0,12.0,0.0,101.1433023255814,93.9124522873516,92.05270858832004,30.5,182.59636666666668,120.03902000000001
31,OCO,Alpine,8.0,18.0,Retired,2023,Singapore,15,Race,False,12.333333333333334,15.2,0.6,100.83749999999999,93.02203915036745,88.84063826854559,29.734,157.65733333333333,
22,TSU,AlphaTauri,15.0,19.0,Retired,2023,Singapore,15,Race,False,15.0,15.2,0.2,,,,,,
18,STR,Aston Martin,,,Withdrew,2023,Singapore,15,Race,False,12.0,12.0,0.0,,,,,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Japanese,16,Race,True,2.3333333333333335,1.8,0.0,97.21672727272727,87.66737906184487,91.5973248460138,23.9845,161.38327777777778,105.72356666666667
4,NOR,McLaren,3.0,2.0,Finished,2023,Japanese,16,Race,True,5.666666666666667,5.2,0.0,97.52546511627908,88.38715555783428,92.44418472985512,23.366500000000002,160.31949999999998,105.37129999999999
81,PIA,McLaren,2.0,3.0,Finished,2023,Japanese,16,Race,True,9.333333333333334,10.6,0.2,98.10634883720931,89.13107673160174,88.83854772866918,23.7335,187.99776666666665,122.83446
16,LEC,Ferrari,4.0,4.0,Finished,2023,Japanese,16,Race,True,9.0,7.4,0.2,98.20902325581396,88.82465952193327,92.64122664264714,22.9445,28.911166666666663,26.973000000000003
44,HAM,Mercedes,7.0,5.0,Finished,2023,Japanese,16,Race,True,5.0,4.6,0.0,98.21776744186046,88.2340494333546,92.19662341001276,23.547,186.53569999999993,120.90985333333333
55,SAI,Ferrari,6.0,6.0,Finished,2023,Japanese,16,Race,True,3.0,7.2,0.2,98.30279545454546,87.9905315349544,92.85670208839346,23.116500000000002,186.4251333333333,120.90807999999997
63,RUS,Mercedes,8.0,7.0,Finished,2023,Japanese,16,Race,True,12.666666666666666,10.0,0.2,98.88818604651163,88.23445815801081,92.44645103809917,23.922,141.53338095238095,94.03552857142857
14,ALO,Aston Martin,10.0,8.0,Finished,2023,Japanese,16,Race,True,8.666666666666666,8.0,0.0,98.7437857142857,88.31358527736889,92.42500860231878,24.078,191.60856666666666,124.35714
31,OCO,Alpine,14.0,9.0,Finished,2023,Japanese,16,Race,True,15.666666666666666,14.8,0.6,99.21142222222223,88.90722291105122,94.83755206164903,25.3435,159.83183333333332,
10,GAS,Alpine,12.0,10.0,Finished,2023,Japanese,16,Race,True,8.0,11.0,0.2,98.786,88.52455932914046,94.52672069233522,24.4755,188.43916666666667,
40,LAW,AlphaTauri,11.0,11.0,Lapped,2023,Japanese,16,Race,True,11.0,,,99.27033333333334,89.12892076318742,,23.304499999999997,140.7610714285714,
22,TSU,AlphaTauri,9.0,12.0,Lapped,2023,Japanese,16,Race,True,18.0,15.8,0.4,99.34243902439025,92.64227091377091,88.48439996322853,23.031,183.54243333333332,120.52376
24,ZHO,Alfa Romeo,19.0,13.0,Lapped,2023,Japanese,16,Race,True,14.666666666666666,14.6,0.2,99.28183333333334,88.79032736722571,93.06575827930979,29.691666666666666,25.593416666666666,25.40275
27,HUL,Haas F1 Team,18.0,14.0,Lapped,2023,Japanese,16,Race,True,14.0,14.8,0.0,98.8235,89.7163517157674,93.69448788827415,23.463000000000005,187.3844,121.87904
20,MAG,Haas F1 Team,15.0,15.0,Lapped,2023,Japanese,16,Race,True,14.666666666666666,15.2,0.0,99.32959523809524,89.01160246913578,93.31748464111755,23.7495,159.0495,104.63259999999998
23,ALB,Williams,13.0,16.0,Retired,2023,Japanese,16,Race,False,8.666666666666666,10.2,0.0,100.48949999999999,89.22492694045722,93.19457040038544,51.0385,228.4035,146.20036666666667
2,SAR,Williams,20.0,17.0,Retired,2023,Japanese,16,Race,False,15.666666666666666,16.4,0.4,100.46283333333334,93.39066261274957,95.8163566152688,37.181666666666665,31.840666666666664,29.4932
18,STR,Aston Martin,17.0,18.0,Retired,2023,Japanese,16,Race,False,,,0.2,99.91016666666667,93.53004631633229,91.71920826598986,23.391,138.215,93.0866
11,PER,Red Bull Racing,5.0,19.0,Retired,2023,Japanese,16,Race,False,4.666666666666667,3.8,0.0,100.29866666666668,88.20438157644826,92.10863629758157,-363.2554,161.26272222222224,105.67303333333334
