DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5
63,RUS,Mercedes,7.0,6.0,Finished,2024,Saudi Arabian,2,Race,True,5.333333333333333,7.4,0.2,93.91062222222223,94.75439027149321,89.24912486584377,21.004,22.811833333333293,211.69189999999998
38,BEA,Ferrari,11.0,7.0,Finished,2024,Saudi Arabian,2,Race,True,,,,94.03169565217391,,,22.453,,
4,NOR,McLaren,6.0,8.0,Finished,2024,Saudi Arabian,2,Race,True,10.333333333333334,7.6,0.2,93.56053488372093,87.41685967687074,89.63235707596371,22.266,138.40016666666665,172.62033333333335
44,HAM,Mercedes,8.0,9.0,Finished,2024,Saudi Arabian,2,Race,True,7.666666666666667,6.6,0.0,93.71277272727274,94.94437411605936,88.98409629503246,20.236,23.0355,210.9541
27,HUL,Haas F1 Team,15.0,10.0,Finished,2024,Saudi Arabian,2,Race,True,16.666666666666668,15.0,0.2,94.34720930232558,95.62024778280544,89.80441841174675,21.107,24.815833333333334,214.363
23,ALB,Williams,12.0,11.0,Finished,2024,Saudi Arabian,2,Race,True,13.666666666666666,13.8,0.2,94.87427906976744,95.61676978159683,94.92286528776152,21.633,22.738,143.6842
20,MAG,Haas F1 Team,13.0,12.0,Finished,2024,Saudi Arabian,2,Race,True,15.0,16.4,0.4,94.82785714285714,95.86377344473551,95.14063902336305,21.46,23.210833333333312,
31,OCO,Alpine,17.0,13.0,Lapped,2024,Saudi Arabian,2,Race,True,11.0,10.6,0.0,95.33486666666667,95.6011936728172,89.64771517910016,22.525,22.9285,319.39574000000005
2,SAR,Williams,19.0,14.0,Lapped,2024,Saudi Arabian,2,Race,True,17.333333333333332,15.8,0.2,95.37286666666665,95.7747182017544,89.8438707381094,23.717,24.069888888888887,214.4723333333333
22,TSU,RB,9.0,15.0,Lapped,2024,Saudi Arabian,2,Race,True,13.333333333333334,12.2,0.2,95.2539090909091,95.91646740561026,89.78982919336616,21.74,22.27916666666667,212.5402
3,RIC,RB,14.0,16.0,Lapped,2024,Saudi Arabian,2,Race,True,12.666666666666666,11.6,0.0,95.6568409090909,95.67274412393162,89.36985917277167,63.418,22.872333333333334,220.5281
77,BOT,Kick Sauber,16.0,17.0,Lapped,2024,Saudi Arabian,2,Race,True,18.333333333333332,17.2,0.2,95.24821428571428,96.57667404349654,90.4241998084933,22.972,31.622500000000002,241.8268666666667
24,ZHO,Kick Sauber,20.0,18.0,Lapped,2024,Saudi Arabian,2,Race,True,14.333333333333334,14.8,0.2,94.98820930232559,95.8790522293345,90.06777770856846,46.349,23.275833333333335,236.89809999999997
18,STR,Aston Martin,10.0,19.0,Retired,2024,Saudi Arabian,2,Race,False,8.333333333333334,9.4,0.2,95.79475,95.27400545500251,89.49957157657293,,,
10,GAS,Alpine,18.0,20.0,Retired,2024,Saudi Arabian,2,Race,False,14.0,12.0,0.0,,,,,24.584999999999997,213.88914999999997
55,SAI,Ferrari,2.0,1.0,Finished,2024,Australian,3,Race,True,9.0,7.4,0.2,81.45833333333333,95.10575555972484,89.06059869873812,17.612,22.509833333333333,211.4631
16,LEC,Ferrari,4.0,2.0,Finished,2024,Australian,3,Race,True,3.0,6.2,0.2,81.49106,93.07078114236998,92.05399800873025,17.1935,23.015833333333333,141.6088
4,NOR,McLaren,3.0,3.0,Finished,2024,Australian,3,Race,True,6.333333333333333,8.2,0.2,81.55198,93.18676713811107,88.0237783384222,17.7215,23.18549999999998,172.3220333333333
81,PIA,McLaren,5.0,4.0,Finished,2024,Australian,3,Race,True,6.0,8.4,0.0,81.79861224489797,93.33197776989584,90.87515867588692,17.85,22.62216666666667,101.4425
11,PER,Red Bull Racing,6.0,5.0,Finished,2024,Australian,3,Race,True,2.6666666666666665,3.0,0.0,81.97679591836736,92.86831633221851,90.5798428481116,17.575000000000003,22.689333333333334,93.11184999999999
18,STR,Aston Martin,9.0,6.0,Finished,2024,Australian,3,Race,True,13.0,9.8,0.2,82.54073469387755,94.34718878833586,91.6396751480015,17.79,22.850166666666667,212.8281
22,TSU,RB,8.0,7.0,Finished,2024,Australian,3,Race,True,12.333333333333334,12.8,0.2,82.60928571428572,94.32306336520622,91.85568101154799,18.0015,22.604166666666668,92.0779
14,ALO,Aston Martin,10.0,8.0,Finished,2024,Australian,3,Race,True,7.0,6.6,0.0,82.43178431372549,93.50530797101449,91.1915810326087,17.978499999999997,23.093000000000035,92.8602
27,HUL,Haas F1 Team,16.0,9.0,Finished,2024,Australian,3,Race,True,13.666666666666666,14.4,0.2,82.8642156862745,93.91288617769828,91.60425402221188,18.16,23.87516666666667,94.29750000000004
20,MAG,Haas F1 Team,14.0,10.0,Lapped,2024,Australian,3,Race,True,14.666666666666666,15.0,0.2,82.88744000000001,94.38816442217912,93.48172349541274,18.1455,23.12999999999998,
23,ALB,Williams,12.0,11.0,Lapped,2024,Australian,3,Race,True,13.333333333333334,14.2,0.2,82.96858,94.22649438380002,93.3275299906039,17.5935,22.819,143.1328
3,RIC,RB,18.0,12.0,Lapped,2024,Australian,3,Race,True,13.333333333333334,13.4,0.0,82.88982,94.37378511072261,91.7619829101454,17.871000000000002,36.60033333333333,109.2654
10,GAS,Alpine,17.0,13.0,Lapped,2024,Australian,3,Race,True,17.0,13.8,0.2,83.14641999999999,95.47761265909872,89.52170822045923,18.91,,
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Australian,3,Race,True,18.333333333333332,17.6,0.2,82.8113125,94.73956126154165,92.43134425293775,32.894,32.1185,121.11256666666668
24,ZHO,Kick Sauber,19.0,15.0,Lapped,2024,Australian,3,Race,True,15.333333333333334,15.6,0.2,82.9711224489796,94.31552037076011,92.00603569806582,27.8205,31.334833333333332,120.92170000000002
31,OCO,Alpine,15.0,16.0,Lapped,2024,Australian,3,Race,True,14.0,11.2,0.0,82.89714583333334,94.6031852644088,91.6826010124335,22.205,23.16083333333333,78.61454
63,RUS,Mercedes,7.0,17.0,Retired,2024,Australian,3,Race,False,4.666666666666667,7.4,0.2,82.37030612244898,93.30564041394335,91.11382391346282,17.869,22.60749999999996,91.8496
44,HAM,Mercedes,11.0,18.0,Retired,2024,Australian,3,Race,False,8.333333333333334,8.0,0.0,83.22009090909091,93.36658783216784,91.09645401509017,17.543,22.312166666666666,91.49730000000002
1,VER,Red Bull Racing,1.0,19.0,Retired,2024,Australian,3,Race,False,1.0,1.0,0.0,83.607,92.60620094687448,90.3389799431247,,22.237,91.53505000000001
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Japanese,4,Race,True,7.0,4.6,0.2,96.02823913043478,90.741271459695,91.82032056812469,540.5833333333334,,
11,PER,Red Bull Racing,2.0,2.0,Finished,2024,Japanese,4,Race,True,3.0,3.2,0.0,96.27871111111112,90.38101112552044,91.70262703178506,541.1323333333333,21.42533333333333,22.6519
55,SAI,Ferrari,4.0,3.0,Finished,2024,Japanese,4,Race,True,7.333333333333333,6.8,0.2,96.43022222222221,89.35533008547009,88.66761375250157,542.2103333333333,21.086333333333332,91.2345
16,LEC,Ferrari,8.0,4.0,Finished,2024,Japanese,4,Race,True,3.0,2.6,0.0,96.91825,90.40310780903665,91.69703858015883,1583.228,21.544,21.7794
4,NOR,McLaren,3.0,5.0,Finished,2024,Japanese,4,Race,True,5.666666666666667,8.4,0.2,96.5278,90.51294713811107,87.47261878286665,542.1223333333334,21.48083333333331,91.03760000000001
14,ALO,Aston Martin,5.0,6.0,Finished,2024,Japanese,4,Race,True,7.333333333333333,7.6,0.0,96.91047826086955,91.0469540243076,92.3781566453538,542.3413333333333,21.726666666666702,22.7092
63,RUS,Mercedes,9.0,7.0,Finished,2024,Japanese,4,Race,True,9.333333333333334,7.8,0.2,96.93771739130435,90.91715912142634,92.10881983183017,542.522,21.24366666666663,21.4617
81,PIA,McLaren,6.0,8.0,Finished,2024,Japanese,4,Race,True,5.333333333333333,6.4,0.0,96.90252272727274,90.68105766852194,91.98030370551169,542.1093333333333,21.444666666666667,21.533800000000003
44,HAM,Mercedes,7.0,9.0,Finished,2024,Japanese,4,Race,True,11.333333333333334,10.0,0.2,97.05615555555556,91.14637454545455,92.35319719690835,542.6536666666667,20.790166666666668,21.377100000000024
22,TSU,RB,10.0,10.0,Lapped,2024,Japanese,4,Race,True,12.0,12.4,0.2,97.91577777777778,91.76913296227582,93.12251940440512,543.5386666666667,21.459000000000003,21.315800000000003
27,HUL,Haas F1 Team,12.0,11.0,Lapped,2024,Japanese,4,Race,True,11.666666666666666,13.8,0.2,97.91604444444444,91.35536832953335,92.81443366740328,542.876,22.59,22.742900000000024
18,STR,Aston Martin,16.0,12.0,Lapped,2024,Japanese,4,Race,True,11.666666666666666,10.0,0.2,97.71525581395349,91.8199500261643,92.83150021177701,413.722,21.303833333333333,91.15549999999999
20,MAG,Haas F1 Team,18.0,13.0,Lapped,2024,Japanese,4,Race,True,11.333333333333334,13.4,0.0,99.31275,91.72679185807657,93.06132349541274,805.26,21.610833333333314,21.84759999999999
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Japanese,4,Race,True,16.666666666666668,17.2,0.0,99.27065217391304,91.92632592203547,93.55790978324077,544.266,35.541500000000006,30.1467
31,OCO,Alpine,15.0,15.0,Lapped,2024,Japanese,4,Race,True,15.333333333333334,12.4,0.0,99.64541304347827,92.01424599673203,93.00711870369032,544.4043333333333,23.2135,22.7031
10,GAS,Alpine,17.0,16.0,Lapped,2024,Japanese,4,Race,True,17.0,15.0,0.2,99.82421739130434,90.2713491503268,89.13880159545923,544.4906666666667,,
2,SAR,Williams,19.0,17.0,Lapped,2024,Japanese,4,Race,True,16.666666666666668,15.4,0.0,98.73630952380952,94.46472638888889,91.89501695279867,544.6956666666667,24.840222222222224,94.04923333333332
24,ZHO,Kick Sauber,20.0,18.0,Retired,2024,Japanese,4,Race,False,14.666666666666666,15.2,0.0,103.96083333333333,91.78887528965073,93.11929768786175,544.2916666666666,33.07716666666666,28.7994
3,RIC,RB,11.0,19.0,Retired,2024,Japanese,4,Race,False,13.666666666666666,13.2,0.0,,,,,,
23,ALB,Williams,14.0,20.0,Retired,2024,Japanese,4,Race,False,12.333333333333334,12.6,0.0,,,,,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Chinese,5,Race,True,7.0,4.6,0.2,99.77874418604651,90.85633156199678,91.49076839421166,22.3975,,
4,NOR,McLaren,4.0,2.0,Finished,2024,Chinese,5,Race,True,5.333333333333333,5.4,0.0,100.6460909090909,90.54677162790699,91.52801628286663,22.226,194.0366111111111,125.88006666666668
11,PER,Red Bull Racing,2.0,3.0,Finished,2024,Chinese,5,Race,True,3.0,3.0,0.0,100.4384761904762,90.46063277794211,91.37209120522681,22.168,193.6501111111111,125.35506666666667
16,LEC,Ferrari,6.0,4.0,Finished,2024,Chinese,5,Race,True,3.0,3.0,0.0,100.97915909090908,90.59546565217391,91.52433068542199,22.21,541.2651666666667,333.8938
55,SAI,Ferrari,7.0,5.0,Finished,2024,Chinese,5,Race,True,2.3333333333333335,6.2,0.2,101.203,91.33054415954416,92.64116444694601,22.55,194.68511111111113,125.47036666666668
63,RUS,Mercedes,8.0,6.0,Finished,2024,Chinese,5,Race,True,10.0,7.6,0.2,101.18954761904763,91.07288191199184,91.84498895111668,22.555999999999997,193.79833333333332,125.64270000000002
14,ALO,Aston Martin,3.0,7.0,Finished,2024,Chinese,5,Race,True,6.333333333333333,7.0,0.0,100.771225,91.0371454958795,91.97163729752769,22.90233333333333,194.18661111111112,125.91976666666665
81,PIA,McLaren,5.0,8.0,Finished,2024,Chinese,5,Race,True,5.333333333333333,6.0,0.0,101.63952380952381,90.77847680890538,91.73941365637164,22.3955,193.77944444444447,125.56516666666667
44,HAM,Mercedes,18.0,9.0,Finished,2024,Chinese,5,Race,True,12.0,10.4,0.2,101.88823809523808,91.32967306397308,92.07520199222999,22.4485,193.47755555555557,125.42663333333337
27,HUL,Haas F1 Team,9.0,10.0,Finished,2024,Chinese,5,Race,True,10.0,12.2,0.0,101.80956097560976,91.70915647768152,92.50378373276276,23.187,194.0476666666667,126.5323
31,OCO,Alpine,13.0,11.0,Finished,2024,Chinese,5,Race,True,14.666666666666666,14.6,0.0,101.94035714285714,92.62580851449275,93.2704229340076,23.076500000000003,196.3781111111111,127.21836666666665
23,ALB,Williams,14.0,12.0,Finished,2024,Chinese,5,Race,True,14.0,14.2,0.2,102.14712195121952,91.80568091441228,92.9386336829116,23.3465,21.319,21.4881
10,GAS,Alpine,15.0,13.0,Finished,2024,Chinese,5,Race,True,16.333333333333332,16.0,0.2,101.49102631578948,93.43476801932367,93.88069507372009,28.790666666666667,,
24,ZHO,Kick Sauber,16.0,14.0,Finished,2024,Chinese,5,Race,True,17.0,15.8,0.2,101.7766,93.97338836154616,93.97570337891867,24.035666666666668,206.1537222222222,133.2233333333333
18,STR,Aston Martin,11.0,15.0,Finished,2024,Chinese,5,Race,True,12.333333333333334,11.4,0.2,101.364825,92.01691350261035,92.65951137456771,43.65275,151.96633333333332,100.0125
20,MAG,Haas F1 Team,17.0,16.0,Finished,2024,Chinese,5,Race,True,11.666666666666666,13.4,0.0,102.5787380952381,92.34268238095238,93.07293665330748,24.381,281.6218333333333,178.5591
2,SAR,Williams,20.0,17.0,Finished,2024,Chinese,5,Race,True,17.0,16.6,0.0,102.60263414634146,97.22460734126985,96.28666615914787,22.943,199.05944444444447,128.12446666666665
3,RIC,RB,12.0,18.0,Retired,2024,Chinese,5,Race,False,15.666666666666666,14.2,0.2,102.90077777777778,91.9927828030303,93.11297865617715,22.652,35.323,29.9812
22,TSU,RB,19.0,19.0,Retired,2024,Chinese,5,Race,False,10.666666666666666,10.8,0.0,102.91647058823528,91.92632419432421,92.69885071753643,22.743000000000002,194.42672222222222,125.87053333333333
77,BOT,Kick Sauber,10.0,20.0,Retired,2024,Chinese,5,Race,False,15.0,16.6,0.0,102.586125,92.44339298654245,93.26012969170759,22.97,200.04399999999998,134.7031
4,NOR,McLaren,5.0,1.0,Finished,2024,Miami,6,Race,True,3.3333333333333335,4.8,0.0,92.12984,92.90862363636363,93.74254646468482,22.052,194.0232777777778,125.75816666666667
1,VER,Red Bull Racing,1.0,2.0,Finished,2024,Miami,6,Race,True,7.0,4.6,0.2,92.18279166666667,93.1379944388271,93.60615953911325,22.249,,
16,LEC,Ferrari,2.0,3.0,Finished,2024,Miami,6,Race,True,3.3333333333333335,3.4,0.0,92.24479166666667,93.1294896969697,93.8213465036038,21.795,540.8771666666668,334.014
11,PER,Red Bull Racing,4.0,4.0,Finished,2024,Miami,6,Race,True,3.3333333333333335,2.8,0.0,92.42097872340426,92.89799440665155,93.57204413562974,22.130000000000003,193.6251111111111,125.51526666666669
55,SAI,Ferrari,3.0,5.0,Finished,2024,Miami,6,Race,True,3.0,6.0,0.2,92.328125,93.03051851851852,93.1398424957265,23.091,194.12411111111112,125.60386666666663
44,HAM,Mercedes,8.0,6.0,Finished,2024,Miami,6,Race,True,12.0,10.4,0.2,92.74439583333333,94.05482818662819,94.47670345743146,,194.21505555555555,125.49453333333335
22,TSU,RB,10.0,7.0,Finished,2024,Miami,6,Race,True,12.0,13.0,0.2,93.01343750000001,94.48051136009958,95.2279294505681,22.233,194.76105555555557,126.13173333333334
63,RUS,Mercedes,7.0,8.0,Finished,2024,Miami,6,Race,True,10.0,8.2,0.2,93.09619565217392,93.49919037760033,94.1757484749262,22.848,194.31566666666666,125.76180000000002
14,ALO,Aston Martin,15.0,9.0,Finished,2024,Miami,6,Race,True,7.0,7.0,0.0,93.31212765957447,93.37116252486503,94.16451306675847,22.358,194.4073888888889,126.08473333333332
31,OCO,Alpine,13.0,10.0,Finished,2024,Miami,6,Race,True,14.0,14.4,0.0,93.33940816326532,94.82763867322292,95.52570163530629,22.743,196.56194444444444,127.42426666666665
27,HUL,Haas F1 Team,9.0,11.0,Finished,2024,Miami,6,Race,True,10.0,11.2,0.0,93.17673333333335,94.19660703544291,94.75834208173085,22.8005,194.741,126.76660000000001
10,GAS,Alpine,12.0,12.0,Finished,2024,Miami,6,Race,True,14.0,16.0,0.2,93.30393478260869,94.82055456903129,94.42585823161484,22.522,197.39711111111112,
81,PIA,McLaren,6.0,13.0,Finished,2024,Miami,6,Race,True,6.666666666666667,6.4,0.0,92.47159574468085,93.44688626056484,94.11704390847248,26.204,194.11827777777776,125.76776666666665
24,ZHO,Kick Sauber,19.0,14.0,Finished,2024,Miami,6,Race,True,15.666666666666666,15.2,0.2,93.55551063829787,96.23618526077098,96.22081184045712,23.025,198.7159444444444,133.5117666666667
3,RIC,RB,20.0,15.0,Finished,2024,Miami,6,Race,True,16.333333333333332,15.6,0.4,93.67683673469388,93.8158128956229,93.78239062198912,22.635,34.647,30.064799999999998
77,BOT,Kick Sauber,16.0,16.0,Finished,2024,Miami,6,Race,True,16.0,16.8,0.2,93.46512765957446,94.88936322463768,95.52715098800391,23.2405,200.04333333333332,134.7721
18,STR,Aston Martin,11.0,17.0,Finished,2024,Miami,6,Race,True,11.0,12.4,0.2,93.25023809523809,93.87360516927701,94.90798617848928,22.838,158.38825,104.25725
23,ALB,Williams,14.0,18.0,Finished,2024,Miami,6,Race,True,14.333333333333334,13.8,0.2,93.41871428571429,93.32999367366233,93.55903702052392,22.563000000000002,20.857666666666663,21.879399999999997
20,MAG,Haas F1 Team,18.0,19.0,Finished,2024,Miami,6,Race,True,13.0,12.6,0.0,93.39326530612244,94.92630936507936,95.41437273389356,27.872666666666664,282.59549999999996,178.8947
2,SAR,Williams,17.0,20.0,Retired,2024,Miami,6,Race,False,16.0,16.8,0.0,94.05336363636364,98.90393677893921,96.94662456736353,22.529,197.11855555555556,128.43186666666665
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Emilia Romagna,7,Race,True,1.3333333333333333,4.8,0.2,80.85612280701754,95.99659166104932,92.90610610774071,30.289,195.0766111111111,
4,NOR,McLaren,2.0,2.0,Finished,2024,Emilia Romagna,7,Race,True,2.6666666666666665,3.8,0.0,80.86184745762712,96.43457696969695,92.88324915856238,29.843,195.4667777777778,125.27756666666669
16,LEC,Ferrari,3.0,3.0,Finished,2024,Emilia Romagna,7,Race,True,3.6666666666666665,3.2,0.0,80.9533220338983,96.71406691919192,93.0020695428195,30.232,542.4110000000001,333.56010000000003
81,PIA,McLaren,5.0,4.0,Finished,2024,Emilia Romagna,7,Race,True,9.666666666666666,7.4,0.0,81.06956666666666,97.00454742715912,93.28930999618417,29.721,196.90294444444444,125.98756666666668
55,SAI,Ferrari,4.0,5.0,Finished,2024,Emilia Romagna,7,Race,True,4.333333333333333,3.4,0.0,81.19916666666667,96.6537824074074,93.50455149572649,30.464,195.95044444444443,125.93926666666664
44,HAM,Mercedes,8.0,6.0,Finished,2024,Emilia Romagna,7,Race,True,8.0,10.2,0.2,81.3097966101695,97.22959649470899,93.72433062409813,29.603,,
63,RUS,Mercedes,6.0,7.0,Finished,2024,Emilia Romagna,7,Race,True,7.0,8.8,0.2,81.12074137931035,97.07448688750863,93.50087780143943,29.737000000000002,195.9753333333333,125.35980000000002
11,PER,Red Bull Racing,11.0,8.0,Finished,2024,Emilia Romagna,7,Race,True,3.0,3.2,0.0,81.57767796610169,96.37938867499719,92.84827064954135,29.571,195.14344444444444,125.04966666666667
18,STR,Aston Martin,13.0,9.0,Finished,2024,Emilia Romagna,7,Race,True,14.666666666666666,13.8,0.2,82.06009999999999,97.4434396363972,94.13316072061383,30.128,160.07091666666665,104.47795
22,TSU,RB,7.0,10.0,Lapped,2024,Emilia Romagna,7,Race,True,12.0,11.6,0.2,82.43270689655172,97.9485619553377,94.34177613424158,29.763,196.17155555555556,125.65123333333334
27,HUL,Haas F1 Team,10.0,11.0,Lapped,2024,Emilia Romagna,7,Race,True,10.666666666666666,10.2,0.0,82.57901754385965,97.63411291779585,94.02275274839754,29.807,196.28783333333334,125.6261
20,MAG,Haas F1 Team,18.0,12.0,Lapped,2024,Emilia Romagna,7,Race,True,16.0,14.0,0.0,82.47669491525424,98.42825113378683,94.60001010884353,31.311,285.8378888888888,179.42383333333333
3,RIC,RB,9.0,13.0,Lapped,2024,Emilia Romagna,7,Race,True,17.333333333333332,16.0,0.4,82.5711186440678,93.15581150415721,94.51119258431251,30.128,21.052666666666667,30.2512
31,OCO,Alpine,12.0,14.0,Lapped,2024,Emilia Romagna,7,Race,True,12.0,13.0,0.0,82.8102372881356,98.30839278320025,94.63143816992014,30.67,196.74127777777775,126.99076666666664
24,ZHO,Kick Sauber,17.0,15.0,Lapped,2024,Emilia Romagna,7,Race,True,15.333333333333334,15.8,0.2,82.75942372881356,99.76431465721039,95.45045514458727,30.2,197.11744444444443,133.10436666666666
10,GAS,Alpine,15.0,16.0,Lapped,2024,Emilia Romagna,7,Race,True,13.666666666666666,14.8,0.2,82.43364912280701,98.20639282990084,95.01985303127383,30.3475,198.60111111111112,
2,SAR,Williams,19.0,17.0,Lapped,2024,Emilia Romagna,7,Race,True,18.0,17.6,0.2,82.8271186440678,98.46410243550487,97.66596396130292,31.082,196.72255555555557,128.53006666666664
77,BOT,Kick Sauber,16.0,18.0,Lapped,2024,Emilia Romagna,7,Race,True,16.666666666666668,16.2,0.2,82.93199999999999,98.44063494449584,94.67628632384034,30.274,196.8255,129.2685
14,ALO,Aston Martin,20.0,19.0,Lapped,2024,Emilia Romagna,7,Race,True,7.333333333333333,7.0,0.0,82.2892,96.99794364014802,93.4389578294426,30.590000000000003,195.86722222222224,125.5640333333333
23,ALB,Williams,14.0,20.0,Retired,2024,Emilia Romagna,7,Race,False,16.666666666666668,14.4,0.2,82.07811904761904,92.84480541231126,94.19657579603413,33.20075,21.167666666666666,21.9733
16,LEC,Ferrari,1.0,1.0,Finished,2024,Monaco,8,Race,True,3.3333333333333335,3.2,0.0,78.43903947368422,91.39242426382468,90.51731655829481,2357.749,24.745666666666665,334.93170000000003
81,PIA,McLaren,2.0,2.0,Finished,2024,Monaco,8,Race,True,8.333333333333334,7.4,0.0,78.5241447368421,91.72689540695711,90.77636423860841,2357.441,26.10683333333333,127.65596666666667
55,SAI,Ferrari,3.0,3.0,Finished,2024,Monaco,8,Race,True,5.0,3.8,0.0,78.52307894736842,91.57676388888889,90.52376944444444,2326.813,25.368333333333336,127.18546666666666
4,NOR,McLaren,4.0,4.0,Finished,2024,Monaco,8,Race,True,1.6666666666666667,2.6,0.0,78.54933333333334,91.21259278890601,90.34351167334361,2365.334,24.706999999999997,126.79296666666667
63,RUS,Mercedes,5.0,5.0,Finished,2024,Monaco,8,Race,True,7.0,9.0,0.2,78.5896447368421,91.80216155017729,90.94290163285704,2369.483,25.046999999999958,127.10640000000001
1,VER,Red Bull Racing,6.0,6.0,Finished,2024,Monaco,8,Race,True,1.3333333333333333,4.8,0.2,78.38366216216215,90.93921955324357,90.49057955803309,1198.0725,24.9785,
44,HAM,Mercedes,7.0,7.0,Finished,2024,Monaco,8,Race,True,7.0,9.6,0.2,78.38465753424657,91.9808101795803,91.24373540067748,1199.617,,
22,TSU,RB,8.0,8.0,Lapped,2024,Monaco,8,Race,True,12.0,10.6,0.2,79.9754,92.78753832826233,91.7775356953701,2377.337,24.913,127.25583333333334
23,ALB,Williams,9.0,9.0,Lapped,2024,Monaco,8,Race,True,16.666666666666668,16.2,0.4,80.16712,92.54798509485096,91.09736287086406,2381.054,26.37008333333333,23.66735
10,GAS,Alpine,10.0,10.0,Lapped,2024,Monaco,8,Race,True,13.666666666666666,14.0,0.0,80.24642666666666,92.40953674040173,92.0398495225019,2381.591,27.220055555555557,129.01216666666667
14,ALO,Aston Martin,14.0,11.0,Lapped,2024,Monaco,8,Race,True,11.666666666666666,9.8,0.0,80.52432876712328,92.12418421985815,91.1429630468339,2389.249,25.283444444444484,127.23403333333331
3,RIC,RB,12.0,12.0,Lapped,2024,Monaco,8,Race,True,15.333333333333334,15.4,0.4,80.56895945945946,93.04957771884649,91.53907881312607,2385.475,25.138333333333332,31.3408
77,BOT,Kick Sauber,17.0,13.0,Lapped,2024,Monaco,8,Race,True,18.0,16.4,0.2,80.36895774647887,92.99441755319147,92.2130434666975,1209.05,25.494833333333332,130.7289
18,STR,Aston Martin,13.0,14.0,Lapped,2024,Monaco,8,Race,True,13.666666666666666,11.8,0.0,79.94244285714285,92.22505436507936,91.38623072061382,1203.7225,32.206250000000004,105.62615000000001
2,SAR,Williams,15.0,15.0,Lapped,2024,Monaco,8,Race,True,18.0,17.0,0.2,80.40183333333333,93.16103880892429,94.71845852344981,1207.9044999999999,25.518,128.9933333333333
24,ZHO,Kick Sauber,18.0,16.0,Lapped,2024,Monaco,8,Race,True,14.333333333333334,15.2,0.2,80.91995833333334,92.69717812237047,93.00469802988488,1205.4824999999998,25.753555555555554,129.87456666666668
31,OCO,Alpine,11.0,17.0,Retired,2024,Monaco,8,Race,False,11.666666666666666,13.2,0.0,,,,,,
11,PER,Red Bull Racing,16.0,18.0,Retired,2024,Monaco,8,Race,False,5.0,4.4,0.0,,,,,,
27,HUL,Haas F1 Team,19.0,19.0,Retired,2024,Monaco,8,Race,False,10.666666666666666,10.4,0.0,,,,,,
20,MAG,Haas F1 Team,20.0,20.0,Retired,2024,Monaco,8,Race,False,15.666666666666666,14.0,0.0,,,,,,
1,VER,Red Bull Racing,2.0,1.0,Finished,2024,Canadian,9,Race,True,3.0,2.2,0.0,84.62923214285715,83.80752554528213,89.44591199046553,24.2075,416.87016666666665,362.71826666666664
4,NOR,McLaren,3.0,2.0,Finished,2024,Canadian,9,Race,True,2.3333333333333335,2.8,0.0,84.73501785714286,83.84700693032015,89.74298234001027,23.7155,805.7429999999999,596.3154666666667
63,RUS,Mercedes,1.0,3.0,Finished,2024,Canadian,9,Race,True,6.666666666666667,6.6,0.0,84.84564150943395,84.26886058944213,90.18676935573566,25.939999999999998,807.3560000000001,597.4292
44,HAM,Mercedes,7.0,4.0,Finished,2024,Canadian,9,Race,True,6.333333333333333,7.4,0.0,84.94583636363636,84.14628332591646,90.27664872570861,25.575666666666667,,
81,PIA,McLaren,4.0,5.0,Finished,2024,Canadian,9,Race,True,6.333333333333333,7.0,0.0,84.94101754385964,84.02176904939654,90.12147073699722,23.6655,804.4553333333333,595.5741666666667
14,ALO,Aston Martin,6.0,6.0,Finished,2024,Canadian,9,Race,True,13.0,10.4,0.0,85.55662962962963,85.37521880889925,90.76147193751345,24.1155,814.0656666666667,601.4881333333333
18,STR,Aston Martin,9.0,7.0,Finished,2024,Canadian,9,Race,True,13.333333333333334,13.4,0.0,86.35672727272727,85.0842603174603,90.86657235326689,24.6805,418.8961666666667,342.81265
3,RIC,RB,5.0,8.0,Finished,2024,Canadian,9,Race,True,13.333333333333334,15.4,0.4,86.49016363636363,85.60563827940705,88.52150252319979,27.064500000000002,812.746,495.7522
10,GAS,Alpine,15.0,9.0,Finished,2024,Canadian,9,Race,True,12.666666666666666,13.4,0.0,86.51892727272728,85.32800352402745,91.45985085583524,24.92,811.4868333333333,601.5483666666667
31,OCO,Alpine,18.0,10.0,Finished,2024,Canadian,9,Race,True,13.666666666666666,13.4,0.2,86.66135714285714,92.69666753141935,92.12651229421394,24.458,25.4965,128.61976666666666
27,HUL,Haas F1 Team,17.0,11.0,Finished,2024,Canadian,9,Race,True,13.666666666666666,12.4,0.2,86.212,92.52177061760092,91.66911439670433,24.483,25.26483333333337,127.3661
20,MAG,Haas F1 Team,14.0,12.0,Finished,2024,Canadian,9,Race,True,17.0,16.0,0.2,86.19062745098039,92.81623277220491,92.12977766332297,27.2935,27.85488888888885,181.3940333333333
